Datum;Uhrzeit;T-DHT22;FR-DHT22;FA-DHT22;CO2-PASCO2
2021.01.31;10:27:03;22,1;48,0;9,4;3504
2021.01.31;10:27:21;22,1;47,8;9,3;3505
2021.01.31;10:27:39;22,1;47,8;9,3;3518
2021.01.31;10:27:58;22,1;47,8;9,3;3531
2021.01.31;10:28:26;22,1;48,3;9,4;3545
2021.01.31;10:28:44;22,1;48,1;9,4;3539
2021.01.31;10:29:02;22,2;48,1;9,4;3571
2021.01.31;10:29:21;22,1;48,0;9,4;3565
2021.01.31;10:29:48;22,1;48,4;9,4;3571
2021.01.31;10:30:07;22,1;48,2;9,4;3577
2021.01.31;10:30:25;22,2;48,1;9,4;3571
2021.01.31;10:30:43;22,2;48,3;9,5;3579
2021.01.31;10:31:11;22,2;48,5;9,5;3577
2021.01.31;10:31:30;22,2;48,3;9,5;3585
2021.01.31;10:31:48;22,2;48,4;9,5;3627
2021.01.31;10:32:06;22,2;48,4;9,5;3607
2021.01.31;10:32:34;22,2;48,4;9,5;3582
2021.01.31;10:32:52;22,2;48,1;9,4;3606
2021.01.31;10:33:11;22,2;48,1;9,4;3596
2021.01.31;10:33:29;22,2;48,1;9,4;3596
2021.01.31;10:33:57;22,3;48,3;9,5;3601
2021.01.31;10:34:15;22,3;48,4;9,6;3618
2021.01.31;10:34:34;22,3;48,2;9,5;3619
2021.01.31;10:34:52;22,3;48,3;9,5;3624
2021.01.31;10:35:20;22,3;48,5;9,6;3628
2021.01.31;10:35:38;22,3;48,3;9,5;3619
2021.01.31;10:35:56;22,3;48,0;9,5;3638
2021.01.31;10:36:15;22,4;48,2;9,6;3649
2021.01.31;10:36:43;22,3;48,4;9,6;3623
2021.01.31;10:37:01;22,3;48,2;9,5;3603
2021.01.31;10:37:19;22,3;47,8;9,4;3602
2021.01.31;10:37:38;22,3;48,2;9,5;3590
2021.01.31;10:38:05;22,3;48,3;9,5;3575
2021.01.31;10:38:24;22,3;48,0;9,5;3560
2021.01.31;10:38:42;22,3;47,6;9,4;3567
2021.01.31;10:39:00;22,3;48,0;9,5;3572
2021.01.31;10:39:28;22,4;48,3;9,6;3584
2021.01.31;10:39:47;22,4;48,4;9,6;3585
2021.01.31;10:40:05;22,4;48,4;9,6;3605
2021.01.31;10:40:23;22,4;48,4;9,6;3623
2021.01.31;10:40:51;22,4;49,0;9,7;3674
2021.01.31;10:41:09;22,4;48,9;9,7;3695
2021.01.31;10:41:28;22,4;48,8;9,7;3705
2021.01.31;10:41:46;22,5;48,8;9,7;3736
2021.01.31;10:42:14;22,5;49,1;9,8;3747
2021.01.31;10:42:32;22,5;48,8;9,7;3747
2021.01.31;10:42:51;22,5;48,9;9,8;3750
2021.01.31;10:43:09;22,5;48,9;9,8;3771
2021.01.31;10:43:37;22,5;48,8;9,7;3751
2021.01.31;10:43:55;22,5;48,6;9,7;3767
2021.01.31;10:44:13;22,5;48,5;9,7;3760
2021.01.31;10:44:32;22,5;48,5;9,7;3761
2021.01.31;10:45:00;22,5;48,9;9,8;3775
2021.01.31;10:45:18;22,6;48,5;9,7;3768
2021.01.31;10:45:36;22,6;48,4;9,7;3781
2021.01.31;10:45:55;22,6;48,9;9,8;3796
2021.01.31;10:46:22;22,6;48,9;9,8;3799
2021.01.31;10:46:41;22,6;48,9;9,8;3811
2021.01.31;10:46:59;22,6;48,8;9,8;3829
2021.01.31;10:47:17;22,6;48,9;9,8;3843
2021.01.31;10:47:45;22,6;48,9;9,8;3835
2021.01.31;10:48:04;22,6;48,7;9,8;3848
2021.01.31;10:48:22;22,6;48,7;9,8;3880
2021.01.31;10:48:40;22,6;48,6;9,8;3881
2021.01.31;10:49:08;22,6;48,6;9,8;3837
2021.01.31;10:49:26;22,6;48,5;9,7;3838
2021.01.31;10:49:45;22,6;48,6;9,8;3846
2021.01.31;10:50:03;22,6;48,6;9,8;3889
2021.01.31;10:50:31;22,6;48,8;9,8;3866
2021.01.31;10:50:49;22,6;48,6;9,8;3861
2021.01.31;10:51:08;22,6;48,4;9,7;3867
2021.01.31;10:51:26;22,6;48,5;9,7;3908
2021.01.31;10:51:54;22,6;48,7;9,8;3859
2021.01.31;10:52:12;22,6;48,7;9,8;3892
2021.01.31;10:52:30;22,6;48,5;9,7;3890
2021.01.31;10:52:49;22,6;48,8;9,8;3935
2021.01.31;10:53:17;22,6;48,8;9,8;3937
2021.01.31;10:53:35;22,6;48,5;9,7;3957
2021.01.31;10:53:53;22,6;48,6;9,8;3956
2021.01.31;10:54:12;22,6;47,8;9,6;3911
2021.01.31;10:54:40;22,6;48,7;9,8;3955
2021.01.31;10:54:58;22,6;48,6;9,8;3916
2021.01.31;10:55:16;22,6;48,5;9,7;3919
2021.01.31;10:55:34;22,6;48,4;9,7;3918
2021.01.31;10:56:02;22,6;48,7;9,8;3972
2021.01.31;10:56:21;22,6;48,5;9,7;3937
2021.01.31;10:56:39;22,6;48,9;9,8;3945
2021.01.31;10:56:57;22,6;48,7;9,8;3945
2021.01.31;10:57:25;22,6;49,1;9,9;3995
2021.01.31;10:57:43;22,6;48,7;9,8;3993
2021.01.31;10:58:02;22,6;48,7;9,8;3995
2021.01.31;10:58:20;22,6;48,6;9,8;3949
2021.01.31;10:58:48;22,5;48,7;9,7;3999
2021.01.31;10:59:06;22,5;48,5;9,7;4001
2021.01.31;10:59:25;22,5;48,6;9,7;3956
2021.01.31;10:59:43;22,6;48,7;9,8;4006
2021.01.31;11:00:11;22,6;49,0;9,8;3975
2021.01.31;11:00:29;22,6;48,8;9,8;4028
2021.01.31;11:00:47;22,6;49,3;9,9;4039
2021.01.31;11:01:06;22,6;49,3;9,9;4045
2021.01.31;11:01:34;22,6;49,3;9,9;4046
2021.01.31;11:01:52;22,6;49,0;9,8;4016
2021.01.31;11:02:10;22,6;48,9;9,8;4016
2021.01.31;11:02:29;22,6;48,9;9,8;4013
2021.01.31;11:02:57;22,6;49,2;9,9;4045
2021.01.31;11:03:15;22,6;49,0;9,8;4000
2021.01.31;11:03:33;22,6;48,9;9,8;4000
2021.01.31;11:03:51;22,6;48,8;9,8;4005
2021.01.31;11:04:19;22,6;48,8;9,8;4005
2021.01.31;11:04:38;22,6;48,8;9,8;4050
2021.01.31;11:04:56;22,6;48,8;9,8;4012
2021.01.31;11:05:14;22,6;48,6;9,8;4011
2021.01.31;11:05:42;22,6;48,5;9,7;4015
2021.01.31;11:06:00;22,6;48,7;9,8;4070
2021.01.31;11:06:19;22,6;48,9;9,8;4076
2021.01.31;11:06:37;22,6;48,8;9,8;4073
2021.01.31;11:07:05;22,7;49,5;10,0;4034
2021.01.31;11:07:23;22,6;49,0;9,8;4092
2021.01.31;11:07:42;22,7;49,2;9,9;4090
2021.01.31;11:08:00;22,7;49,0;9,9;4096
2021.01.31;11:08:28;22,7;49,0;9,9;4096
2021.01.31;11:08:46;22,7;48,8;9,9;4101
2021.01.31;11:09:04;22,7;49,0;9,9;4130
2021.01.31;11:09:23;22,7;48,3;9,8;4120
2021.01.31;11:09:51;22,7;48,9;9,9;4162
2021.01.31;11:10:09;22,7;49,1;9,9;4163
2021.01.31;11:10:27;22,7;48,9;9,9;4140
2021.01.31;11:10:46;22,7;48,8;9,9;4149
2021.01.31;11:11:14;22,7;47,9;9,7;4132
2021.01.31;11:11:32;22,7;48,9;9,9;4139
2021.01.31;11:11:50;22,7;48,8;9,9;4137
2021.01.31;11:12:08;22,7;48,7;9,8;4144
2021.01.31;11:12:36;22,7;49,0;9,9;4166
2021.01.31;11:12:55;22,7;49,0;9,9;4165
2021.01.31;11:13:13;22,7;48,9;9,9;4157
2021.01.31;11:13:31;22,7;48,6;9,8;4157
2021.01.31;11:13:59;22,7;47,8;9,7;4148
2021.01.31;11:14:17;22,7;48,6;9,8;4160
2021.01.31;11:14:36;22,7;48,7;9,8;4190
2021.01.31;11:14:54;22,7;49,0;9,9;4157
2021.01.31;11:15:22;22,8;49,3;10,0;4181
2021.01.31;11:15:40;22,8;49,2;10,0;4205
2021.01.31;11:15:59;22,8;49,2;10,0;4218
2021.01.31;11:16:17;22,8;49,3;10,0;4237
2021.01.31;11:16:45;22,8;48,6;9,9;4239
2021.01.31;11:17:03;22,8;49,4;10,0;4262
2021.01.31;11:17:21;22,8;49,4;10,0;4251
2021.01.31;11:17:40;22,9;49,1;10,0;4274
2021.01.31;11:18:08;22,9;48,0;9,8;4289
2021.01.31;11:18:26;22,9;49,0;10,0;4306
2021.01.31;11:18:44;22,9;49,0;10,0;4301
2021.01.31;11:19:03;22,9;49,1;10,0;4314
2021.01.31;11:19:31;22,9;48,9;10,0;4276
2021.01.31;11:19:49;22,9;48,2;9,9;4248
2021.01.31;11:20:07;22,9;48,1;9,8;4240
2021.01.31;11:20:25;22,9;48,6;9,9;4205
2021.01.31;11:20:53;22,8;48,1;9,8;4141
2021.01.31;11:21:12;22,8;47,8;9,7;4122
2021.01.31;11:21:30;22,7;46,9;9,5;4076
2021.01.31;11:21:48;22,7;47,5;9,6;4030
2021.01.31;11:22:16;22,6;47,5;9,5;3945
2021.01.31;11:22:34;22,6;47,1;9,5;3858
2021.01.31;11:22:53;22,7;46,8;9,5;3811
2021.01.31;11:23:11;22,6;45,4;9,1;3689
2021.01.31;11:23:39;22,6;45,9;9,2;3582
2021.01.31;11:23:57;22,6;45,7;9,2;3496
2021.01.31;11:24:16;22,6;44,5;8,9;3397
2021.01.31;11:24:34;22,6;44,0;8,8;3300
2021.01.31;11:25:02;22,6;44,3;8,9;3175
2021.01.31;11:25:20;22,6;44,1;8,9;3159
2021.01.31;11:25:38;22,6;43,9;8,8;3109
2021.01.31;11:25:57;22,6;44,1;8,9;3036
2021.01.31;11:26:25;22,6;43,4;8,7;2984
2021.01.31;11:26:43;22,6;43,6;8,8;2926
2021.01.31;11:27:01;22,6;43,1;8,7;2903
2021.01.31;11:27:20;22,6;43,5;8,7;2875
2021.01.31;11:27:48;22,6;43,5;8,7;2848
2021.01.31;11:28:06;22,5;42,9;8,6;2801
2021.01.31;11:28:24;22,6;42,7;8,6;2758
2021.01.31;11:28:42;22,5;42,7;8,5;2715
2021.01.31;11:29:10;22,6;41,5;8,3;2675
2021.01.31;11:29:29;22,5;42,0;8,4;2630
2021.01.31;11:29:47;22,6;41,9;8,4;2607
2021.01.31;11:30:05;22,6;41,6;8,4;2567
2021.01.31;11:30:33;22,6;42,4;8,5;2517
2021.01.31;11:30:51;22,6;41,9;8,4;2488
2021.01.31;11:31:10;22,5;41,6;8,3;2446
2021.01.31;11:31:28;22,5;41,6;8,3;2419
2021.01.31;11:31:56;22,6;41,3;8,3;2375
2021.01.31;11:32:14;22,6;41,1;8,3;2335
2021.01.31;11:32:33;22,6;40,9;8,2;2303
2021.01.31;11:32:51;22,6;40,6;8,2;2284
2021.01.31;11:33:19;22,6;40,9;8,2;2230
2021.01.31;11:33:37;22,6;40,6;8,2;2180
2021.01.31;11:33:56;22,5;40,3;8,1;2151
2021.01.31;11:34:14;22,5;40,2;8,0;2141
2021.01.31;11:34:42;22,5;39,1;7,8;2089
2021.01.31;11:35:00;22,5;40,1;8,0;2076
2021.01.31;11:35:18;22,5;39,9;8,0;2049
2021.01.31;11:35:37;22,5;39,8;8,0;2017
2021.01.31;11:36:05;22,5;40,0;8,0;1972
2021.01.31;11:36:23;22,5;39,8;8,0;1942
2021.01.31;11:36:41;22,5;39,4;7,9;1873
2021.01.31;11:37:00;22,4;39,4;7,8;1877
2021.01.31;11:37:27;22,4;39,5;7,8;1845
2021.01.31;11:37:46;22,3;39,2;7,7;1815
2021.01.31;11:38:04;22,4;39,2;7,8;1761
2021.01.31;11:38:22;22,4;39,1;7,8;1777
2021.01.31;11:38:50;22,3;39,2;7,7;1742
2021.01.31;11:39:09;22,3;39,0;7,7;1715
2021.01.31;11:39:27;22,3;38,8;7,7;1708
2021.01.31;11:39:45;22,3;38,8;7,7;1687
2021.01.31;11:40:13;22,3;38,6;7,6;1656
2021.01.31;11:40:31;22,2;38,6;7,6;1628
2021.01.31;11:40:50;22,2;38,8;7,6;1571
2021.01.31;11:41:08;22,2;38,1;7,5;1539
2021.01.31;11:41:36;22,1;38,1;7,4;1498
2021.01.31;11:41:54;22,1;38,2;7,5;1498
2021.01.31;11:42:13;22,1;38,0;7,4;1491
2021.01.31;11:42:31;22,1;38,0;7,4;1456
2021.01.31;11:42:59;22,1;37,5;7,3;1435
2021.01.31;11:43:17;22,1;38,0;7,4;1393
2021.01.31;11:43:35;22,2;37,8;7,4;1380
2021.01.31;11:43:54;22,2;37,9;7,4;1356
2021.01.31;11:44:22;22,1;37,6;7,3;1376
2021.01.31;11:44:40;22,1;37,5;7,3;1367
2021.01.31;11:44:58;22,1;37,7;7,4;1316
2021.01.31;11:45:17;22,1;37,7;7,4;1336
2021.01.31;11:45:44;22,1;37,8;7,4;1314
2021.01.31;11:46:03;22,1;37,6;7,3;1264
2021.01.31;11:46:21;22,1;37,6;7,3;1298
2021.01.31;11:46:39;22,1;37,5;7,3;1294
2021.01.31;11:47:07;22,1;37,8;7,4;1242
2021.01.31;11:47:26;22,1;37,6;7,3;1233
2021.01.31;11:47:44;22,1;37,7;7,4;1216
2021.01.31;11:48:02;22,1;37,4;7,3;1235
2021.01.31;11:48:30;22,1;37,7;7,4;1215
2021.01.31;11:48:48;22,1;37,4;7,3;1166
2021.01.31;11:49:07;22,0;37,1;7,2;1163
2021.01.31;11:49:25;22,1;37,4;7,3;1143
2021.01.31;11:49:53;22,1;37,1;7,2;1158
2021.01.31;11:50:11;22,1;37,0;7,2;1138
2021.01.31;11:50:30;22,1;36,8;7,2;1116
2021.01.31;11:50:48;22,0;36,9;7,2;1078
2021.01.31;11:51:16;22,0;37,0;7,2;1066
2021.01.31;11:51:34;22,0;36,7;7,1;1046
2021.01.31;11:51:52;22,0;36,7;7,1;1030
2021.01.31;11:52:11;22,0;36,9;7,2;1031
2021.01.31;11:52:39;21,9;37,0;7,1;1018
2021.01.31;11:52:57;21,9;36,7;7,1;1002
2021.01.31;11:53:15;21,9;36,7;7,1;1001
2021.01.31;11:53:34;21,9;36,5;7,0;990
2021.01.31;11:54:01;21,9;36,9;7,1;978
2021.01.31;11:54:20;21,9;36,8;7,1;969
2021.01.31;11:54:38;21,9;36,4;7,0;967
2021.01.31;11:54:56;21,9;36,5;7,0;956
2021.01.31;11:55:24;21,9;36,9;7,1;946
2021.01.31;11:55:43;21,9;36,6;7,1;936
2021.01.31;11:56:01;21,9;36,4;7,0;919
2021.01.31;11:56:19;21,9;36,1;7,0;908
2021.01.31;11:56:47;21,9;36,4;7,0;902
2021.01.31;11:57:05;21,9;36,3;7,0;894
2021.01.31;11:57:24;21,9;36,5;7,0;885
2021.01.31;11:57:42;21,8;36,3;7,0;876
2021.01.31;11:58:10;21,9;36,4;7,0;841
2021.01.31;11:58:28;21,8;36,1;6,9;835
2021.01.31;11:58:47;21,8;36,1;6,9;828
2021.01.31;11:59:05;21,8;36,2;6,9;823
2021.01.31;11:59:33;21,8;36,5;7,0;807
2021.01.31;11:59:51;21,8;36,5;7,0;823
2021.01.31;12:00:09;21,8;36,2;6,9;816
2021.01.31;12:00:28;21,8;36,5;7,0;836
2021.01.31;12:00:56;21,8;35,0;6,7;791
2021.01.31;12:01:14;21,8;36,1;6,9;781
2021.01.31;12:01:32;21,8;36,1;6,9;780
2021.01.31;12:01:51;21,8;36,0;6,9;775
2021.01.31;12:02:18;21,8;36,0;6,9;760
2021.01.31;12:02:37;21,8;36,2;6,9;757
2021.01.31;12:02:55;21,7;35,8;6,8;749
2021.01.31;12:03:13;21,8;35,8;6,9;761
2021.01.31;12:03:41;21,8;36,6;7,0;760
2021.01.31;12:04:00;21,8;36,4;7,0;758
2021.01.31;12:04:18;21,8;36,5;7,0;803
2021.01.31;12:04:36;21,8;36,8;7,1;805
2021.01.31;12:05:04;21,7;37,2;7,1;809
2021.01.31;12:05:22;21,7;36,9;7,0;804
2021.01.31;12:05:41;21,7;37,1;7,1;812
2021.01.31;12:05:59;21,7;37,4;7,1;817
2021.01.31;12:06:27;21,7;37,8;7,2;812
2021.01.31;12:06:45;21,7;37,6;7,2;821
2021.01.31;12:07:04;21,6;37,7;7,2;832
2021.01.31;12:07:22;21,7;37,5;7,2;829
2021.01.31;12:07:50;21,7;38,1;7,3;834
2021.01.31;12:08:08;21,7;37,9;7,2;829
2021.01.31;12:08:26;21,6;37,8;7,2;837
2021.01.31;12:08:45;21,7;37,5;7,2;846
2021.01.31;12:09:13;21,7;38,3;7,3;847
2021.01.31;12:09:31;21,7;38,0;7,2;851
2021.01.31;12:09:49;21,7;38,3;7,3;862
2021.01.31;12:10:08;21,7;38,1;7,3;872
2021.01.31;12:10:35;21,7;37,2;7,1;868
2021.01.31;12:10:54;21,7;38,2;7,3;878
2021.01.31;12:11:12;21,7;38,6;7,4;882
2021.01.31;12:11:30;21,7;38,3;7,3;911
2021.01.31;12:11:58;21,7;38,6;7,4;911
2021.01.31;12:12:17;21,8;38,5;7,4;914
2021.01.31;12:12:35;21,8;38,5;7,4;916
2021.01.31;12:12:53;21,8;38,4;7,4;922
2021.01.31;12:13:21;21,8;39,0;7,5;938
2021.01.31;12:13:39;21,8;38,9;7,5;949
2021.01.31;12:13:58;21,8;38,8;7,4;937
2021.01.31;12:14:16;21,8;39,1;7,5;946
2021.01.31;12:14:44;21,8;39,1;7,5;960
2021.01.31;12:15:02;21,8;39,0;7,5;959
2021.01.31;12:15:21;21,8;38,8;7,4;961
2021.01.31;12:15:39;21,8;39,0;7,5;969
2021.01.31;12:16:07;21,8;39,2;7,5;978
2021.01.31;12:16:25;21,8;39,2;7,5;969
2021.01.31;12:16:43;21,8;39,0;7,5;975
2021.01.31;12:17:02;21,8;38,3;7,3;989
2021.01.31;12:17:30;21,8;39,5;7,6;990
2021.01.31;12:17:48;21,8;39,3;7,5;981
2021.01.31;12:18:06;21,8;39,2;7,5;973
2021.01.31;12:18:25;21,8;39,3;7,5;984
2021.01.31;12:18:52;21,8;39,6;7,6;1005
2021.01.31;12:19:11;21,8;39,4;7,6;999
2021.01.31;12:19:29;21,8;39,3;7,5;1000
2021.01.31;12:19:47;21,8;39,4;7,6;1011
2021.01.31;12:20:15;21,9;39,6;7,6;1014
2021.01.31;12:20:34;21,8;39,3;7,5;1024
2021.01.31;12:20:52;21,8;39,5;7,6;1033
2021.01.31;12:21:10;21,8;39,5;7,6;1035
2021.01.31;12:21:38;21,8;39,9;7,7;1037
2021.01.31;12:21:56;21,8;39,8;7,6;1054
2021.01.31;12:22:15;21,8;39,6;7,6;1052
2021.01.31;12:22:33;21,8;39,7;7,6;1059
2021.01.31;12:23:01;21,8;39,8;7,6;1051
2021.01.31;12:23:19;21,9;39,4;7,6;1062
2021.01.31;12:23:38;21,9;39,7;7,7;1066
2021.01.31;12:23:56;21,8;39,7;7,6;1075
2021.01.31;12:24:24;21,9;40,1;7,7;1071
2021.01.31;12:24:42;21,9;39,8;7,7;1086
2021.01.31;12:25:00;21,9;39,8;7,7;1092
2021.01.31;12:25:19;21,9;39,8;7,7;1096
2021.01.31;12:25:47;21,9;40,0;7,7;1095
2021.01.31;12:26:05;21,9;40,0;7,7;1096
2021.01.31;12:26:23;21,9;39,9;7,7;1103
2021.01.31;12:26:42;21,9;40,1;7,7;1114
2021.01.31;12:27:10;21,9;40,3;7,8;1121
2021.01.31;12:27:28;21,9;40,2;7,8;1132
2021.01.31;12:27:46;21,9;40,2;7,8;1138
2021.01.31;12:28:04;21,9;40,2;7,8;1134
2021.01.31;12:28:32;21,9;40,3;7,8;1131
2021.01.31;12:28:51;21,9;40,2;7,8;1124
2021.01.31;12:29:09;21,9;40,2;7,8;1130
2021.01.31;12:29:27;21,9;40,2;7,8;1142
2021.01.31;12:29:55;21,9;40,5;7,8;1140
2021.01.31;12:30:13;21,9;40,4;7,8;1148
2021.01.31;12:30:32;21,9;40,2;7,8;1132
2021.01.31;12:30:50;21,9;40,2;7,8;1153
2021.01.31;12:31:18;21,9;40,6;7,8;1150
2021.01.31;12:31:36;21,9;40,4;7,8;1167
2021.01.31;12:31:55;21,9;40,3;7,8;1167
2021.01.31;12:32:13;21,9;40,3;7,8;1163
2021.01.31;12:32:41;21,9;40,7;7,9;1166
2021.01.31;12:32:59;21,9;40,4;7,8;1177
2021.01.31;12:33:17;21,9;40,3;7,8;1175
2021.01.31;12:33:36;21,9;40,0;7,7;1174
2021.01.31;12:34:04;21,9;40,9;7,9;1173
2021.01.31;12:34:22;21,9;40,7;7,9;1195
2021.01.31;12:34:40;21,9;40,5;7,8;1201
2021.01.31;12:34:59;21,9;40,5;7,8;1197
2021.01.31;12:35:27;21,9;41,0;7,9;1213
2021.01.31;12:35:45;21,9;40,7;7,9;1211
2021.01.31;12:36:03;21,9;40,6;7,8;1207
2021.01.31;12:36:21;21,9;40,6;7,8;1218
2021.01.31;12:36:49;21,9;39,8;7,7;1233
2021.01.31;12:37:08;21,9;40,9;7,9;1235
2021.01.31;12:37:26;21,9;40,7;7,9;1227
2021.01.31;12:37:44;21,9;41,0;7,9;1234
2021.01.31;12:38:12;21,9;41,2;8,0;1244
2021.01.31;12:38:30;21,9;40,9;7,9;1249
2021.01.31;12:38:49;21,9;40,9;7,9;1239
2021.01.31;12:39:07;21,9;40,8;7,9;1246
2021.01.31;12:39:35;21,9;41,1;7,9;1250
2021.01.31;12:39:53;21,9;41,0;7,9;1245
2021.01.31;12:40:12;21,9;40,9;7,9;1259
2021.01.31;12:40:30;21,9;41,0;7,9;1268
2021.01.31;12:40:58;21,9;41,2;8,0;1268
2021.01.31;12:41:16;21,9;41,1;7,9;1266
2021.01.31;12:41:34;21,9;41,0;7,9;1258
2021.01.31;12:41:53;21,9;40,9;7,9;1268
2021.01.31;12:42:21;21,9;41,2;8,0;1277
2021.01.31;12:42:39;21,9;41,0;7,9;1264
2021.01.31;12:42:57;21,9;40,8;7,9;1288
2021.01.31;12:43:16;21,9;40,9;7,9;1286
2021.01.31;12:43:44;21,9;40,1;7,7;1297
2021.01.31;12:44:02;21,9;41,1;7,9;1296
2021.01.31;12:44:20;21,9;41,1;7,9;1296
2021.01.31;12:44:38;21,9;41,0;7,9;1296
2021.01.31;12:45:06;22,0;40,8;7,9;1309
2021.01.31;12:45:25;22,0;41,2;8,0;1312
2021.01.31;12:45:43;22,0;41,1;8,0;1309
2021.01.31;12:46:01;21,9;41,0;7,9;1322
2021.01.31;12:46:29;22,0;40,2;7,8;1328
2021.01.31;12:46:47;22,0;41,3;8,0;1324
2021.01.31;12:47:06;21,9;41,0;7,9;1320
2021.01.31;12:47:24;21,9;41,2;8,0;1325
2021.01.31;12:47:52;22,0;41,5;8,1;1335
2021.01.31;12:48:10;21,9;41,3;8,0;1325
2021.01.31;12:48:29;22,0;41,3;8,0;1327
2021.01.31;12:48:47;21,9;41,2;8,0;1338
2021.01.31;12:49:15;22,0;41,4;8,0;1337
2021.01.31;12:49:33;22,0;41,4;8,0;1344
2021.01.31;12:49:51;22,0;41,7;8,1;1356
2021.01.31;12:50:10;22,0;41,4;8,0;1357
2021.01.31;12:50:38;21,9;41,6;8,0;1366
2021.01.31;12:50:56;22,0;41,8;8,1;1362
2021.01.31;12:51:14;22,0;41,2;8,0;1368
2021.01.31;12:51:33;21,9;41,7;8,0;1362
2021.01.31;12:52:00;21,9;41,7;8,0;1379
2021.01.31;12:52:19;21,9;41,6;8,0;1388
2021.01.31;12:52:37;21,9;41,8;8,1;1381
2021.01.31;12:52:55;22,0;41,7;8,1;1397
2021.01.31;12:53:23;22,0;41,9;8,1;1383
2021.01.31;12:53:42;21,9;41,8;8,1;1375
2021.01.31;12:54:00;22,0;41,6;8,1;1395
