Datum;Uhrzeit;T-DHT22;FR-DHT22;FA-DHT22;CO2-CCS811;CO2-PASCO2
2021:01:24;21:30:40;24,2;37,3;8,2;403;863
2021:01:24;21:30:59;24,2;37,0;8,1;403;856
2021:01:24;21:31:17;24,2;36,9;8,1;403;857
2021:01:24;21:31:45;24,2;37,1;8,2;406;859
2021:01:24;21:32:04;24,1;35,9;7,9;406;886
2021:01:24;21:32:22;24,1;37,1;8,1;407;863
2021:01:24;21:32:41;24,1;37,0;8,1;407;857
2021:01:24;21:33:09;24,2;37,2;8,2;400;846
2021:01:24;21:33:28;24,2;37,1;8,2;402;851
2021:01:24;21:33:46;24,2;37,1;8,2;407;861
2021:01:24;21:34:05;24,2;37,0;8,1;407;863
2021:01:24;21:34:33;24,2;37,4;8,2;407;852
2021:01:24;21:34:51;24,2;37,4;8,2;402;850
2021:01:24;21:35:10;24,1;37,1;8,1;402;850
2021:01:24;21:35:28;24,1;37,1;8,1;407;847
2021:01:24;21:35:56;24,1;37,2;8,1;407;858
2021:01:24;21:36:15;24,1;37,1;8,1;405;864
2021:01:24;21:36:33;24,1;37,2;8,1;406;855
2021:01:24;21:36:52;24,1;37,2;8,1;400;855
2021:01:24;21:37:20;24,2;37,8;8,3;403;903
2021:01:24;21:37:39;24,1;36,6;8,0;403;867
2021:01:24;21:37:57;24,2;37,4;8,2;403;874
2021:01:24;21:38:15;24,2;37,7;8,3;405;861
2021:01:24;21:38:44;24,2;36,6;8,1;408;868
2021:01:24;21:39:02;24,2;37,4;8,2;408;861
2021:01:24;21:39:21;24,2;37,3;8,2;403;890
2021:01:24;21:39:39;24,2;37,4;8,2;407;870
2021:01:24;21:40:07;24,1;37,6;8,2;410;875
2021:01:24;21:40:26;24,1;37,4;8,2;402;866
2021:01:24;21:40:44;24,2;37,7;8,3;407;865
2021:01:24;21:41:03;24,2;37,7;8,3;407;869
2021:01:24;21:41:31;24,2;37,5;8,3;403;860
2021:01:24;21:41:49;24,1;37,2;8,1;407;874
2021:01:24;21:42:08;24,1;37,2;8,1;400;903
2021:01:24;21:42:26;24,2;37,5;8,3;407;886
2021:01:24;21:42:55;24,2;37,4;8,2;400;895
2021:01:24;21:43:13;24,2;37,3;8,2;403;890
2021:01:24;21:43:32;24,2;37,2;8,2;403;894
2021:01:24;21:43:50;24,1;37,4;8,2;407;901
2021:01:24;21:44:18;24,1;37,5;8,2;407;872
2021:01:24;21:44:37;24,1;37,2;8,1;403;902
2021:01:24;21:44:55;24,2;37,4;8,2;403;894
2021:01:24;21:45:14;24,2;37,5;8,3;403;900
2021:01:24;21:45:42;24,2;37,4;8,2;409;870
2021:01:24;21:46:00;24,2;37,3;8,2;408;905
2021:01:24;21:46:19;24,2;37,5;8,3;405;905
2021:01:24;21:46:37;24,2;37,9;8,3;405;886
2021:01:24;21:47:05;24,3;37,7;8,3;403;876
2021:01:24;21:47:24;24,2;37,6;8,3;405;872
2021:01:24;21:47:43;24,3;37,4;8,3;410;920
2021:01:24;21:48:01;24,3;37,5;8,3;409;893
2021:01:24;21:48:29;24,3;38,0;8,4;408;892
2021:01:24;21:48:48;24,2;37,9;8,3;403;930
2021:01:24;21:49:06;24,2;37,6;8,3;408;892
2021:01:24;21:49:25;24,2;37,7;8,3;400;923
2021:01:24;21:49:53;24,2;37,8;8,3;403;889
2021:01:24;21:50:11;24,2;37,8;8,3;403;891
2021:01:24;21:50:30;24,3;37,6;8,3;403;887
2021:01:24;21:50:48;24,3;37,6;8,3;403;893
2021:01:24;21:51:16;24,3;37,9;8,4;406;891
2021:01:24;21:51:35;24,2;37,6;8,3;400;895
2021:01:24;21:51:53;24,3;37,7;8,3;400;909
2021:01:24;21:52:12;24,3;37,7;8,3;402;906
2021:01:24;21:52:40;24,3;37,6;8,3;402;887
2021:01:24;21:52:59;24,3;37,6;8,3;409;911
2021:01:24;21:53:17;24,3;37,7;8,3;402;905
2021:01:24;21:53:36;24,3;38,0;8,4;413;906
2021:01:24;21:54:04;24,3;37,5;8,3;400;904
2021:01:24;21:54:22;24,3;37,7;8,3;405;910
2021:01:24;21:54:41;24,2;37,4;8,2;400;941
2021:01:24;21:54:59;24,2;37,6;8,3;400;935
2021:01:24;21:55:27;24,3;38,2;8,5;409;896
2021:01:24;21:55:46;24,2;37,8;8,3;413;906
2021:01:24;21:56:04;24,3;37,9;8,4;408;902
2021:01:24;21:56:23;24,2;37,8;8,3;405;931
2021:01:24;21:56:51;24,2;37,8;8,3;409;931
2021:01:24;21:57:09;24,2;37,6;8,3;408;933
2021:01:24;21:57:28;24,2;37,5;8,3;403;899
2021:01:24;21:57:46;24,2;37,5;8,3;405;930
2021:01:24;21:58:15;24,1;37,9;8,3;405;931
2021:01:24;21:58:33;24,2;37,8;8,3;405;932
2021:01:24;21:58:52;24,2;38,0;8,4;406;930
2021:01:24;21:59:10;24,2;37,9;8,3;402;927
2021:01:24;21:59:38;24,2;37,9;8,3;409;903
2021:01:24;21:59:57;24,2;37,9;8,3;402;928
2021:01:24;22:00:15;24,2;37,9;8,3;403;910
2021:01:24;22:00:34;24,2;38,0;8,4;405;903
2021:01:24;22:01:02;24,2;38,3;8,4;405;905
2021:01:24;22:01:20;24,1;37,9;8,3;409;905
2021:01:24;22:01:39;24,1;38,2;8,4;408;908
2021:01:24;22:01:57;24,1;38,3;8,4;405;907
2021:01:24;22:02:25;24,2;38,4;8,5;400;936
2021:01:24;22:02:44;24,2;38,1;8,4;408;944
2021:01:24;22:03:02;24,2;37,9;8,3;400;969
2021:01:24;22:03:21;24,2;38,1;8,4;403;904
2021:01:24;22:03:49;24,2;38,2;8,4;400;939
2021:01:24;22:04:08;24,2;38,0;8,4;407;946
2021:01:24;22:04:26;24,2;38,0;8,4;402;938
2021:01:24;22:04:45;24,2;38,1;8,4;402;914
2021:01:24;22:05:13;24,2;38,2;8,4;405;908
2021:01:24;22:05:31;24,2;38,0;8,4;408;910
2021:01:24;22:05:50;24,2;38,1;8,4;407;932
2021:01:24;22:06:08;24,2;38,0;8,4;408;931
2021:01:24;22:06:36;24,2;38,2;8,4;408;912
2021:01:24;22:06:55;24,2;37,9;8,3;407;934
2021:01:24;22:07:13;24,2;38,0;8,4;408;901
2021:01:24;22:07:32;24,2;38,0;8,4;402;904
2021:01:24;22:08:00;24,2;38,2;8,4;410;908
2021:01:24;22:08:19;24,3;38,0;8,4;407;938
2021:01:24;22:08:37;24,2;37,8;8,3;402;950
2021:01:24;22:08:56;24,2;37,8;8,3;402;909
2021:01:24;22:09:24;24,2;38,3;8,4;407;937
2021:01:24;22:09:42;24,2;38,2;8,4;405;906
2021:01:24;22:10:01;24,2;37,9;8,3;402;935
2021:01:24;22:10:19;24,2;37,5;8,3;405;934
2021:01:24;22:10:47;24,2;38,0;8,4;410;915
2021:01:24;22:11:06;24,2;37,9;8,3;402;942
2021:01:24;22:11:24;24,2;37,9;8,3;408;939
2021:01:24;22:11:43;24,2;37,8;8,3;400;912
2021:01:24;22:12:11;24,2;38,1;8,4;408;932
2021:01:24;22:12:30;24,2;37,9;8,3;403;932
2021:01:24;22:12:48;24,2;36,8;8,1;403;908
2021:01:24;22:13:07;24,2;37,8;8,3;403;916
2021:01:24;22:13:35;24,2;36,8;8,1;413;907
2021:01:24;22:13:53;24,2;38,0;8,4;400;936
2021:01:24;22:14:12;24,2;38,0;8,4;400;938
2021:01:24;22:14:30;24,2;38,0;8,4;403;912
2021:01:24;22:14:58;24,2;38,3;8,4;400;911
2021:01:24;22:15:17;24,2;38,0;8,4;405;913
2021:01:24;22:15:35;24,2;38,0;8,4;405;933
2021:01:24;22:15:54;24,2;38,0;8,4;409;950
2021:01:24;22:16:22;24,2;38,2;8,4;413;908
2021:01:24;22:16:40;24,2;37,9;8,3;408;932
2021:01:24;22:16:59;24,2;37,9;8,3;405;916
2021:01:24;22:17:17;24,2;38,0;8,4;408;913
2021:01:24;22:17:46;24,2;37,5;8,3;402;933
2021:01:24;22:18:04;24,2;37,9;8,3;406;939
2021:01:24;22:18:23;24,2;37,8;8,3;406;967
2021:01:24;22:18:41;24,1;37,7;8,3;402;948
2021:01:24;22:19:09;24,2;38,0;8,4;402;967
2021:01:24;22:19:28;24,2;37,9;8,3;403;969
2021:01:24;22:19:46;24,2;37,7;8,3;408;947
2021:01:24;22:20:05;24,2;38,0;8,4;433;916
2021:01:24;22:20:33;24,2;38,1;8,4;409;937
2021:01:24;22:20:51;24,2;37,9;8,3;413;914
2021:01:24;22:21:10;24,2;38,1;8,4;405;946
2021:01:24;22:21:28;24,2;37,8;8,3;409;941
2021:01:24;22:21:56;24,2;37,9;8,3;413;913
2021:01:24;22:22:15;24,1;37,9;8,3;409;931
2021:01:24;22:22:34;24,2;38,1;8,4;409;903
2021:01:24;22:22:52;24,2;38,0;8,4;408;967
2021:01:24;22:23:20;24,2;37,9;8,3;409;974
2021:01:24;22:23:39;24,2;37,9;8,3;403;950
2021:01:24;22:23:57;24,3;37,7;8,3;405;945
2021:01:24;22:24:16;24,2;37,9;8,3;400;931
2021:01:24;22:24:44;24,2;37,9;8,3;400;937
2021:01:24;22:25:02;24,2;37,3;8,2;403;936
2021:01:24;22:25:21;24,2;37,8;8,3;408;914
2021:01:24;22:25:39;24,2;37,8;8,3;400;937
2021:01:24;22:26:07;24,2;37,7;8,3;400;933
2021:01:24;22:26:26;24,2;37,4;8,2;413;935
2021:01:24;22:26:44;24,2;37,4;8,2;405;933
2021:01:24;22:27:03;24,2;37,7;8,3;409;939
2021:01:24;22:27:31;24,2;37,8;8,3;405;913
2021:01:24;22:27:50;24,3;37,6;8,3;409;931
2021:01:24;22:28:08;24,3;37,6;8,3;400;936
2021:01:24;22:28:27;24,2;37,5;8,3;408;909
2021:01:24;22:28:55;24,2;37,6;8,3;408;915
2021:01:24;22:29:13;24,2;37,4;8,2;409;907
2021:01:24;22:29:32;24,2;37,4;8,2;408;911
2021:01:24;22:29:50;24,2;37,6;8,3;403;937
2021:01:24;22:30:18;24,2;37,5;8,3;400;905
2021:01:24;22:30:37;24,2;37,3;8,2;405;936
2021:01:24;22:30:55;24,2;37,4;8,2;409;938
2021:01:24;22:31:14;24,2;37,4;8,2;405;907
2021:01:24;22:31:42;24,2;37,4;8,2;409;905
2021:01:24;22:32:00;24,2;37,3;8,2;405;910
2021:01:24;22:32:19;24,2;37,4;8,2;405;897
2021:01:24;22:32:38;24,2;37,4;8,2;409;900
2021:01:24;22:33:06;24,2;37,6;8,3;408;916
2021:01:24;22:33:24;24,2;37,4;8,2;400;913
2021:01:24;22:33:43;24,2;37,4;8,2;403;913
2021:01:24;22:34:01;24,2;37,3;8,2;413;909
2021:01:24;22:34:29;24,2;37,4;8,2;413;913
2021:01:24;22:34:48;24,2;37,4;8,2;402;908
2021:01:24;22:35:06;24,2;37,5;8,3;410;903
2021:01:24;22:35:25;24,2;37,2;8,2;406;899
2021:01:24;22:35:53;24,1;37,4;8,2;403;898
2021:01:24;22:36:11;24,1;37,1;8,1;403;893
2021:01:24;22:36:30;24,2;37,2;8,2;403;905
2021:01:24;22:36:48;24,1;37,4;8,2;408;906
2021:01:24;22:37:17;24,1;37,5;8,2;408;911
2021:01:24;22:37:35;24,1;37,3;8,2;409;914
2021:01:24;22:37:54;24,2;37,3;8,2;405;903
2021:01:24;22:38:12;24,1;37,4;8,2;403;914
2021:01:24;22:38:40;24,1;37,4;8,2;407;912
2021:01:24;22:38:59;24,1;37,4;8,2;402;916
2021:01:24;22:39:17;24,1;37,6;8,2;405;914
2021:01:24;22:39:36;24,2;37,5;8,3;409;905
2021:01:24;22:40:04;24,2;36,7;8,1;405;911
2021:01:24;22:40:22;24,1;37,4;8,2;408;900
2021:01:24;22:40:41;24,1;37,0;8,1;408;934
2021:01:24;22:40:59;24,2;37,3;8,2;413;902
2021:01:24;22:41:27;24,1;36,7;8,0;408;899
2021:01:24;22:41:46;24,1;37,1;8,1;408;907
2021:01:24;22:42:05;24,1;37,2;8,1;406;906
2021:01:24;22:42:23;24,1;37,5;8,2;409;897
2021:01:24;22:42:51;24,1;37,6;8,2;400;909
2021:01:24;22:43:10;24,1;37,4;8,2;403;903
2021:01:24;22:43:28;24,1;37,5;8,2;408;893
2021:01:24;22:43:47;24,1;37,6;8,2;405;902
2021:01:24;22:44:15;24,1;37,5;8,2;408;903
2021:01:24;22:44:33;24,1;37,2;8,1;403;904
2021:01:24;22:44:52;24,1;37,2;8,1;405;896
2021:01:24;22:45:10;24,1;37,1;8,1;400;908
2021:01:24;22:45:38;24,1;37,3;8,2;406;905
2021:01:24;22:45:57;24,1;37,2;8,1;406;908
2021:01:24;22:46:15;24,1;37,3;8,2;406;907
2021:01:24;22:46:34;24,1;37,4;8,2;409;900
2021:01:24;22:47:02;24,1;37,4;8,2;403;909
2021:01:24;22:47:21;24,2;37,5;8,3;400;941
2021:01:24;22:47:39;24,2;37,1;8,2;409;908
2021:01:24;22:47:58;24,1;36,9;8,1;409;897
2021:01:24;22:48:26;24,1;37,2;8,1;408;906
2021:01:24;22:48:44;24,1;37,0;8,1;403;904
2021:01:24;22:49:03;24,1;37,2;8,1;403;907
2021:01:24;22:49:21;24,1;37,2;8,1;406;900
2021:01:24;22:49:49;24,1;37,2;8,1;406;906
2021:01:24;22:50:08;24,1;37,1;8,1;400;906
2021:01:24;22:50:26;24,1;37,0;8,1;403;907
2021:01:24;22:50:45;24,1;36,7;8,0;400;910
2021:01:24;22:51:13;24,1;37,2;8,1;409;912
2021:01:24;22:51:31;24,1;37,2;8,1;409;902
2021:01:24;22:51:50;24,1;36,9;8,1;403;898
2021:01:24;22:52:08;24,1;37,2;8,1;403;938
2021:01:24;22:52:37;24,1;37,4;8,2;400;908
2021:01:24;22:52:55;24,1;37,1;8,1;409;905
2021:01:24;22:53:14;24,1;37,1;8,1;406;902
2021:01:24;22:53:32;24,1;36,9;8,1;400;927
2021:01:24;22:54:00;24,1;37,2;8,1;409;890
2021:01:24;22:54:19;24,1;37,1;8,1;406;891
2021:01:24;22:54:37;24,0;36,8;8,0;400;892
2021:01:24;22:54:56;24,0;37,1;8,1;400;891
2021:01:24;22:55:24;24,0;37,3;8,1;403;934
2021:01:24;22:55:42;24,0;37,1;8,1;406;919
2021:01:24;22:56:01;24,1;37,2;8,1;403;898
2021:01:24;22:56:19;24,0;36,6;8,0;403;897
2021:01:24;22:56:48;24,1;37,2;8,1;403;933
2021:01:24;22:57:06;24,0;37,0;8,1;403;903
2021:01:24;22:57:25;24,0;36,9;8,0;409;910
2021:01:24;22:57:43;24,1;37,3;8,2;403;944
2021:01:24;22:58:11;24,0;37,1;8,1;409;935
2021:01:24;22:58:30;24,0;37,0;8,1;406;908
2021:01:24;22:58:48;24,0;37,1;8,1;406;928
2021:01:24;22:59:07;23,9;36,8;8,0;403;904
2021:01:24;22:59:35;24,0;37,2;8,1;400;898
2021:01:24;22:59:53;24,0;37,1;8,1;403;922
2021:01:24;23:00:12;24,0;36,8;8,0;400;902
2021:01:24;23:00:30;23,9;37,1;8,0;403;934
2021:01:24;23:00:59;23,9;37,2;8,1;400;932
2021:01:24;23:01:17;23,9;37,0;8,0;406;904
2021:01:24;23:01:36;24,0;37,0;8,1;406;895
2021:01:24;23:01:54;23,9;37,3;8,1;406;927
2021:01:24;23:02:22;23,9;37,2;8,1;409;898
2021:01:24;23:02:41;24,0;37,3;8,1;403;905
2021:01:24;23:02:59;24,0;37,0;8,1;403;923
2021:01:24;23:03:18;24,0;37,1;8,1;400;905
2021:01:24;23:03:46;23,9;37,1;8,0;408;927
2021:01:24;23:04:04;23,9;37,2;8,1;400;940
2021:01:24;23:04:23;23,9;37,0;8,0;400;898
2021:01:24;23:04:41;23,9;37,0;8,0;400;933
2021:01:24;23:05:10;23,9;37,0;8,0;406;902
2021:01:24;23:05:28;23,9;37,0;8,0;409;927
2021:01:24;23:05:47;23,9;37,1;8,0;411;908
2021:01:24;23:06:05;24,0;37,0;8,1;408;916
2021:01:24;23:06:33;24,0;37,1;8,1;405;904
2021:01:24;23:06:52;24,0;37,0;8,1;400;930
2021:01:24;23:07:10;24,0;37,1;8,1;400;905
2021:01:24;23:07:29;24,0;37,0;8,1;408;936
2021:01:24;23:07:57;24,0;37,2;8,1;405;905
2021:01:24;23:08:15;24,0;37,0;8,1;408;897
2021:01:24;23:08:34;24,0;37,0;8,1;408;930
2021:01:24;23:08:52;23,9;36,9;8,0;403;902
2021:01:24;23:09:20;23,9;37,1;8,0;411;902
2021:01:24;23:09:39;23,9;36,9;8,0;403;891
2021:01:24;23:09:57;24,0;37,1;8,1;408;905
2021:01:24;23:10:16;24,0;37,0;8,1;405;906
2021:01:24;23:10:44;23,9;37,0;8,0;409;898
2021:01:24;23:11:03;23,9;36,8;8,0;405;898
2021:01:24;23:11:21;23,9;37,0;8,0;405;909
2021:01:24;23:11:40;24,0;37,1;8,1;405;905
2021:01:24;23:12:08;24,0;37,0;8,1;409;902
2021:01:24;23:12:26;24,0;36,8;8,0;409;905
2021:01:24;23:12:45;24,0;36,8;8,0;409;929
2021:01:24;23:13:03;24,0;36,7;8,0;403;896
2021:01:24;23:13:31;24,0;36,9;8,0;408;894
2021:01:24;23:13:50;24,0;36,6;8,0;403;892
2021:01:24;23:14:08;24,0;36,8;8,0;405;896
2021:01:24;23:14:27;24,0;36,8;8,0;405;897
2021:01:24;23:14:55;24,0;36,9;8,0;408;888
2021:01:24;23:15:14;23,9;36,6;7,9;407;899
2021:01:24;23:15:32;23,9;36,6;7,9;409;927
2021:01:24;23:15:51;23,9;36,9;8,0;413;927
2021:01:24;23:16:19;24,0;36,9;8,0;414;897
2021:01:24;23:16:37;24,0;36,8;8,0;407;905
2021:01:24;23:16:56;23,9;36,6;7,9;407;900
2021:01:24;23:17:14;23,9;37,0;8,0;402;894
2021:01:24;23:17:42;23,9;36,8;8,0;402;903
2021:01:24;23:18:01;23,9;36,8;8,0;407;902
2021:01:24;23:18:19;23,9;36,7;7,9;406;931
2021:01:24;23:18:38;23,9;36,6;7,9;406;899
2021:01:24;23:19:06;24,0;36,5;7,9;409;932
2021:01:24;23:19:24;24,0;36,9;8,0;403;941
2021:01:24;23:19:43;24,0;36,9;8,0;403;913
2021:01:24;23:20:01;24,0;37,0;8,1;414;909
2021:01:24;23:20:30;24,0;36,8;8,0;403;896
2021:01:24;23:20:48;23,9;36,7;7,9;409;913
2021:01:24;23:21:07;23,9;36,6;7,9;406;906
2021:01:24;23:21:25;23,9;36,7;7,9;406;895
2021:01:24;23:21:53;23,9;36,8;8,0;406;929
2021:01:24;23:22:12;23,9;36,7;7,9;406;903
2021:01:24;23:22:30;23,9;36,8;8,0;408;891
2021:01:24;23:22:49;23,9;36,8;8,0;403;905
2021:01:24;23:23:17;23,9;37,0;8,0;408;900
2021:01:24;23:23:35;23,9;36,8;8,0;408;901
2021:01:24;23:23:54;23,9;36,8;8,0;400;897
2021:01:24;23:24:12;23,9;36,8;8,0;405;925
2021:01:24;23:24:40;23,9;37,0;8,0;403;902
2021:01:24;23:24:59;23,9;36,7;7,9;409;912
2021:01:24;23:25:17;23,9;37,0;8,0;400;903
2021:01:24;23:25:36;23,9;36,7;7,9;409;906
2021:01:24;23:26:04;23,9;36,9;8,0;405;903
2021:01:24;23:26:23;23,9;36,6;7,9;405;898
2021:01:24;23:26:41;23,9;36,4;7,9;402;898
2021:01:24;23:27:00;23,9;36,6;7,9;405;908
2021:01:24;23:27:28;23,9;36,9;8,0;405;908
2021:01:24;23:27:46;23,9;36,7;7,9;402;904
2021:01:24;23:28:05;23,9;36,6;7,9;407;904
2021:01:24;23:28:23;23,9;36,6;7,9;407;938
2021:01:24;23:28:51;23,9;36,9;8,0;407;898
2021:01:24;23:29:10;23,9;36,7;7,9;407;899
2021:01:24;23:29:28;23,9;36,6;7,9;407;932
2021:01:24;23:29:47;23,9;36,8;8,0;407;906
2021:01:24;23:30:15;24,0;36,8;8,0;402;901
2021:01:24;23:30:34;23,9;36,6;7,9;402;899
2021:01:24;23:30:52;23,9;36,7;7,9;405;903
2021:01:24;23:31:11;23,9;36,5;7,9;407;900
2021:01:24;23:31:39;24,0;36,8;8,0;403;900
2021:01:24;23:31:57;23,9;36,5;7,9;406;897
2021:01:24;23:32:16;23,9;36,5;7,9;403;905
2021:01:24;23:32:34;23,9;36,4;7,9;409;937
2021:01:24;23:33:02;23,9;36,7;7,9;406;932
2021:01:24;23:33:21;23,9;36,8;8,0;406;929
2021:01:24;23:33:39;23,9;36,6;7,9;406;898
2021:01:24;23:33:58;23,9;36,8;8,0;405;899
2021:01:24;23:34:26;23,9;36,7;7,9;405;891
2021:01:24;23:34:44;23,9;36,5;7,9;416;924
2021:01:24;23:35:03;23,9;36,6;7,9;420;923
2021:01:24;23:35:21;23,9;36,4;7,9;406;888
2021:01:24;23:35:50;23,9;36,8;8,0;406;893
2021:01:24;23:36:08;23,9;36,6;7,9;403;937
2021:01:24;23:36:27;23,9;36,7;7,9;405;909
2021:01:24;23:36:45;23,9;36,6;7,9;403;934
2021:01:24;23:37:13;23,9;36,9;8,0;403;900
2021:01:24;23:37:32;23,9;36,5;7,9;405;907
2021:01:24;23:37:50;23,9;36,5;7,9;408;930
2021:01:24;23:38:09;23,9;36,1;7,8;403;899
2021:01:24;23:38:37;23,9;36,8;8,0;408;903
2021:01:24;23:38:55;23,9;36,5;7,9;408;914
2021:01:24;23:39:14;23,9;36,6;7,9;408;908
2021:01:24;23:39:32;23,9;36,9;8,0;408;909
2021:01:24;23:40:00;24,0;37,0;8,1;408;945
2021:01:24;23:40:19;24,0;36,9;8,0;403;912
2021:01:24;23:40:37;24,0;36,6;8,0;408;912
2021:01:24;23:40:56;24,0;36,7;8,0;403;931
2021:01:24;23:41:24;24,0;36,9;8,0;400;972
2021:01:24;23:41:43;24,0;36,6;8,0;405;944
2021:01:24;23:42:01;24,0;36,7;8,0;403;941
2021:01:24;23:42:20;24,0;36,6;8,0;402;915
2021:01:24;23:42:48;24,0;36,6;8,0;417;943
2021:01:24;23:43:06;24,0;36,6;8,0;403;913
2021:01:24;23:43:25;24,0;36,9;8,0;416;943
2021:01:24;23:43:43;24,0;36,6;8,0;416;967
2021:01:24;23:44:11;24,0;37,0;8,1;405;948
2021:01:24;23:44:30;24,0;36,7;8,0;402;949
2021:01:24;23:44:48;24,0;36,5;7,9;417;911
2021:01:24;23:45:07;24,0;36,6;8,0;402;904
2021:01:24;23:45:35;24,0;36,7;8,0;416;909
2021:01:24;23:45:54;24,0;36,7;8,0;420;909
2021:01:24;23:46:12;24,0;36,9;8,0;416;940
2021:01:24;23:46:31;24,0;37,0;8,1;406;912
2021:01:24;23:46:59;24,0;37,0;8,1;570;936
2021:01:24;23:47:17;24,0;36,9;8,0;400;917
2021:01:24;23:47:36;24,0;37,1;8,1;400;968
2021:01:24;23:47:54;24,0;37,2;8,1;400;942
2021:01:24;23:48:22;24,0;37,9;8,2;414;947
2021:01:24;23:48:41;24,0;37,7;8,2;411;949
2021:01:24;23:48:59;24,1;37,5;8,2;402;952
2021:01:24;23:49:18;24,1;37,8;8,3;407;954
2021:01:24;23:49:46;24,1;37,8;8,3;403;962
2021:01:24;23:50:04;24,2;37,9;8,3;400;963
2021:01:24;23:50:23;24,1;37,4;8,2;400;964
2021:01:24;23:50:41;24,1;37,6;8,2;403;971
2021:01:24;23:51:10;24,1;37,9;8,3;400;972
2021:01:24;23:51:28;24,1;37,7;8,3;400;996
2021:01:24;23:51:47;24,1;37,6;8,2;400;987
2021:01:24;23:52:05;24,1;37,7;8,3;405;981
2021:01:24;23:52:33;24,2;37,9;8,3;402;994
2021:01:24;23:52:52;24,1;37,8;8,3;402;954
2021:01:24;23:53:10;24,2;37,6;8,3;400;994
2021:01:24;23:53:29;24,2;37,9;8,3;406;992
2021:01:24;23:53:57;24,2;36,5;8,0;400;961
2021:01:24;23:54:15;24,2;37,6;8,3;408;992
2021:01:24;23:54:34;24,2;37,7;8,3;415;990
2021:01:24;23:54:52;24,2;37,5;8,3;402;958
2021:01:24;23:55:21;24,2;37,9;8,3;418;991
2021:01:24;23:55:39;24,2;37,6;8,3;411;997
2021:01:24;23:55:58;24,2;37,8;8,3;414;993
2021:01:24;23:56:16;24,1;37,8;8,3;409;992
2021:01:24;23:56:44;24,2;37,8;8,3;426;994
2021:01:24;23:57:03;24,2;37,6;8,3;410;992
2021:01:24;23:57:21;24,2;37,8;8,3;405;982
2021:01:24;23:57:40;24,2;37,8;8,3;400;992
2021:01:24;23:58:08;24,2;37,7;8,3;400;957
2021:01:24;23:58:26;24,2;37,6;8,3;400;993
2021:01:24;23:58:45;24,2;37,6;8,3;405;995
2021:01:24;23:59:03;24,2;37,8;8,3;400;1003
2021:01:24;23:59:32;24,2;37,6;8,3;400;966
2021:01:24;23:59:50;24,2;37,5;8,3;402;989
2021:01:25;00:00:09;24,2;37,6;8,3;400;998
2021:01:25;00:00:27;24,2;37,3;8,2;405;963
