,Datum;Uhrzeit;T-DHT22;FR-DHT22;FA-DHT22;CO2-CCS811
2021.01.05;11:38:55;21,3;37,1;6,9;424
2021.01.05;11:39:11;21,3;37,2;6,9;420
2021.01.05;11:39:26;21,3;36,9;6,9;400
2021.01.05;11:39:48;21,3;36,1;6,7;400
2021.01.05;11:40:03;21,3;37,2;6,9;439
2021.01.05;11:40:18;21,3;37,2;6,9;406
2021.01.05;11:40:34;21,3;37,2;6,9;483
2021.01.05;11:40:55;21,3;36,0;6,7;410
2021.01.05;11:41:11;21,3;37,0;6,9;415
2021.01.05;11:41:26;21,3;37,1;6,9;410
2021.01.05;11:41:41;21,3;37,2;6,9;400
2021.01.05;11:42:03;21,2;35,9;6,7;400
2021.01.05;11:42:18;21,3;37,0;6,9;405
2021.01.05;11:42:34;21,2;37,0;6,9;400
2021.01.05;11:42:49;21,3;37,2;6,9;410
2021.01.05;11:43:11;21,3;36,0;6,7;407
2021.01.05;11:43:26;21,3;37,0;6,9;402
2021.01.05;11:43:41;21,3;37,2;6,9;407
2021.01.05;11:43:57;21,3;36,9;6,9;400
2021.01.05;11:44:18;21,3;37,3;7,0;402
2021.01.05;11:44:34;21,3;37,1;6,9;407
2021.01.05;11:44:49;21,3;37,0;6,9;402
2021.01.05;11:45:04;21,3;37,2;6,9;402
2021.01.05;11:45:26;21,3;36,0;6,7;400
2021.01.05;11:45:41;21,4;37,0;6,9;400
2021.01.05;11:45:56;21,3;37,1;6,9;400
2021.01.05;11:46:12;21,3;36,9;6,9;411
2021.01.05;11:46:33;21,3;35,8;6,7;409
2021.01.05;11:46:49;21,2;36,8;6,8;405
2021.01.05;11:47:04;21,3;36,8;6,9;416
2021.01.05;11:47:19;21,3;37,3;7,0;405
2021.01.05;11:47:41;21,3;36,0;6,7;400
2021.01.05;11:47:56;21,3;37,1;6,9;405
2021.01.05;11:48:12;21,3;37,0;6,9;400
2021.01.05;11:48:27;21,3;37,1;6,9;407
2021.01.05;11:48:49;21,4;36,0;6,7;405
2021.01.05;11:49:04;21,3;36,9;6,9;400
2021.01.05;11:49:19;21,3;37,0;6,9;405
2021.01.05;11:49:35;21,3;37,0;6,9;476
2021.01.05;11:49:56;21,3;37,2;6,9;405
2021.01.05;11:50:12;21,3;36,9;6,9;409
2021.01.05;11:50:27;21,3;37,0;6,9;400
2021.01.05;11:50:42;21,3;37,0;6,9;408
2021.01.05;11:51:04;21,2;35,9;6,7;400
2021.01.05;11:51:19;21,3;37,2;6,9;403
2021.01.05;11:51:35;21,3;37,1;6,9;403
2021.01.05;11:51:50;21,3;37,1;6,9;405
2021.01.05;11:52:12;21,3;36,1;6,7;408
2021.01.05;11:52:27;21,3;36,9;6,9;400
2021.01.05;11:52:42;21,3;37,1;6,9;413
2021.01.05;11:52:58;21,3;37,1;6,9;400
2021.01.05;11:53:19;21,3;35,9;6,7;400
2021.01.05;11:53:35;21,3;37,2;6,9;400
2021.01.05;11:53:50;21,3;36,8;6,9;400
2021.01.05;11:54:05;21,3;37,0;6,9;405
2021.01.05;11:54:27;21,3;36,0;6,7;403
2021.01.05;11:54:42;21,2;37,1;6,9;400
2021.01.05;11:54:58;21,3;36,9;6,9;405
2021.01.05;11:55:13;21,3;37,1;6,9;400
2021.01.05;11:55:35;21,3;35,9;6,7;405
2021.01.05;11:55:50;21,3;37,0;6,9;408
2021.01.05;11:56:05;21,3;36,8;6,9;405
2021.01.05;11:56:21;21,3;37,3;7,0;405
2021.01.05;11:56:42;21,3;36,0;6,7;403
2021.01.05;11:56:58;21,3;37,0;6,9;400
2021.01.05;11:57:13;21,3;37,0;6,9;405
2021.01.05;11:57:28;21,3;37,0;6,9;400
2021.01.05;11:57:50;21,3;35,9;6,7;405
2021.01.05;11:58:05;21,3;36,9;6,9;421
2021.01.05;11:58:21;21,3;37,0;6,9;400
2021.01.05;11:58:36;21,3;37,1;6,9;400
2021.01.05;11:58:58;21,3;35,9;6,7;405
2021.01.05;11:59:13;21,3;37,0;6,9;403
2021.01.05;11:59:28;21,3;37,0;6,9;481
2021.01.05;11:59:43;21,3;37,0;6,9;400
2021.01.05;12:00:05;21,3;37,2;6,9;400
2021.01.05;12:00:20;21,3;37,3;7,0;413
2021.01.05;12:00:36;21,3;37,0;6,9;400
2021.01.05;12:00:51;21,3;37,0;6,9;405
2021.01.05;12:01:13;21,4;35,9;6,7;403
2021.01.05;12:01:28;21,3;36,9;6,9;480
2021.01.05;12:01:43;21,4;37,0;6,9;403
2021.01.05;12:01:59;21,4;37,0;6,9;400
2021.01.05;12:02:20;21,4;35,9;6,7;400
2021.01.05;12:02:36;21,4;36,9;6,9;417
2021.01.05;12:02:51;21,4;36,8;6,9;400
2021.01.05;12:03:06;21,3;37,1;6,9;403
2021.01.05;12:03:28;21,4;37,2;7,0;405
2021.01.05;12:03:43;21,4;36,9;6,9;400
2021.01.05;12:03:59;21,3;37,0;6,9;413
2021.01.05;12:04:14;21,4;35,9;6,7;400
2021.01.05;12:04:36;21,4;35,8;6,7;405
2021.01.05;12:04:51;21,4;37,3;7,0;409
2021.01.05;12:05:06;21,3;37,0;6,9;405
2021.01.05;12:05:22;21,3;36,9;6,9;400
2021.01.05;12:05:43;21,4;36,0;6,7;400
2021.01.05;12:05:59;21,3;37,0;6,9;400
2021.01.05;12:06:14;21,4;37,0;6,9;405
2021.01.05;12:06:29;21,3;37,2;6,9;400
2021.01.05;12:06:51;21,3;35,9;6,7;400
2021.01.05;12:07:06;21,3;36,9;6,9;405
2021.01.05;12:07:22;21,4;37,0;6,9;405
2021.01.05;12:07:37;21,3;36,9;6,9;421
2021.01.05;12:07:59;21,3;35,8;6,7;436
2021.01.05;12:08:14;21,3;36,8;6,9;405
2021.01.05;12:08:29;21,3;36,9;6,9;436
2021.01.05;12:08:45;21,3;37,0;6,9;405
2021.01.05;12:09:06;21,3;35,9;6,7;405
2021.01.05;12:09:22;21,3;36,9;6,9;400
2021.01.05;12:09:37;21,3;36,8;6,9;403
2021.01.05;12:09:52;21,3;37,3;7,0;405
2021.01.05;12:10:14;21,3;35,9;6,7;405
2021.01.05;12:10:29;21,3;36,9;6,9;405
2021.01.05;12:10:45;21,3;37,0;6,9;400
2021.01.05;12:11:00;21,3;37,0;6,9;400
2021.01.05;12:11:22;21,3;35,8;6,7;405
2021.01.05;12:11:37;21,3;36,9;6,9;400
2021.01.05;12:11:52;21,3;37,0;6,9;405
2021.01.05;12:12:08;21,3;36,9;6,9;491
2021.01.05;12:12:29;21,3;35,7;6,7;408
2021.01.05;12:12:45;21,3;36,9;6,9;405
2021.01.05;12:13:00;21,3;36,9;6,9;400
2021.01.05;12:13:15;21,3;37,2;6,9;400
2021.01.05;12:13:37;21,3;37,3;7,0;400
2021.01.05;12:13:52;21,3;36,9;6,9;405
2021.01.05;12:14:07;21,3;37,0;6,9;491
2021.01.05;12:14:23;21,3;37,1;6,9;408
2021.01.05;12:14:44;21,3;35,9;6,7;400
2021.01.05;12:15:00;21,3;36,9;6,9;409
2021.01.05;12:15:15;21,3;36,8;6,9;400
2021.01.05;12:15:30;21,3;37,1;6,9;405
2021.01.05;12:15:52;21,3;35,8;6,7;405
2021.01.05;12:16:07;21,3;37,1;6,9;400
2021.01.05;12:16:23;21,3;36,8;6,9;400
2021.01.05;12:16:38;21,3;37,0;6,9;480
2021.01.05;12:17:00;21,3;37,3;7,0;422
2021.01.05;12:17:15;21,2;36,9;6,8;405
2021.01.05;12:17:30;21,3;37,0;6,9;436
2021.01.05;12:17:46;21,3;37,2;6,9;400
2021.01.05;12:18:07;21,3;35,9;6,7;480
2021.01.05;12:18:23;21,3;36,9;6,9;405
2021.01.05;12:18:38;21,4;36,8;6,9;480
2021.01.05;12:18:53;21,3;37,0;6,9;400
2021.01.05;12:19:15;21,3;35,8;6,7;400
2021.01.05;12:19:30;21,3;37,1;6,9;417
2021.01.05;12:19:46;21,4;37,0;6,9;405
2021.01.05;12:20:01;21,3;36,2;6,7;405
2021.01.05;12:20:23;21,3;35,9;6,7;405
2021.01.05;12:20:38;21,3;37,1;6,9;485
2021.01.05;12:20:53;21,3;37,0;6,9;400
2021.01.05;12:21:09;21,3;36,7;6,8;400
2021.01.05;12:21:30;21,3;35,8;6,7;400
2021.01.05;12:21:46;21,3;37,1;6,9;405
2021.01.05;12:22:01;21,3;37,0;6,9;400
2021.01.05;12:22:16;21,3;36,5;6,8;417
2021.01.05;12:22:38;21,3;37,3;7,0;491
2021.01.05;12:22:53;21,3;37,0;6,9;409
2021.01.05;12:23:09;21,3;37,0;6,9;400
2021.01.05;12:23:24;21,3;37,0;6,9;405
2021.01.05;12:23:46;21,3;35,8;6,7;400
2021.01.05;12:24:01;21,3;37,0;6,9;405
2021.01.05;12:24:16;21,3;36,6;6,8;400
2021.01.05;12:24:31;21,3;36,9;6,9;400
2021.01.05;12:24:53;21,3;37,3;7,0;405
2021.01.05;12:25:08;21,3;37,0;6,9;400
2021.01.05;12:25:24;21,3;37,1;6,9;480
2021.01.05;12:25:39;21,4;36,8;6,9;495
2021.01.05;12:26:01;21,3;36,0;6,7;407
2021.01.05;12:26:16;21,3;36,5;6,8;416
2021.01.05;12:26:31;21,3;36,9;6,9;405
2021.01.05;12:26:47;21,3;36,9;6,9;402
2021.01.05;12:27:08;21,3;35,9;6,7;405
2021.01.05;12:27:24;21,3;37,1;6,9;400
2021.01.05;12:27:39;21,3;37,0;6,9;491
2021.01.05;12:27:54;21,3;37,2;6,9;405
2021.01.05;12:28:16;21,3;36,0;6,7;400
2021.01.05;12:28:31;21,3;37,0;6,9;409
2021.01.05;12:28:47;21,3;37,1;6,9;400
2021.01.05;12:29:02;21,3;37,0;6,9;402
2021.01.05;12:29:24;21,3;35,9;6,7;405
2021.01.05;12:29:39;21,3;37,1;6,9;475
2021.01.05;12:29:54;21,3;37,1;6,9;405
2021.01.05;12:30:10;21,3;37,1;6,9;400
2021.01.05;12:30:31;21,3;35,9;6,7;405
2021.01.05;12:30:47;21,3;37,1;6,9;426
2021.01.05;12:31:02;21,3;37,1;6,9;400
2021.01.05;12:31:17;21,3;37,1;6,9;405
2021.01.05;12:31:39;21,3;36,0;6,7;481
2021.01.05;12:31:54;21,3;37,0;6,9;400
2021.01.05;12:32:10;21,3;37,1;6,9;413
2021.01.05;12:32:25;21,3;36,9;6,9;405
2021.01.05;12:32:47;21,3;36,0;6,7;400
2021.01.05;12:33:02;21,3;37,0;6,9;408
2021.01.05;12:33:17;21,3;36,9;6,9;405
2021.01.05;12:33:33;21,3;37,0;6,9;405
2021.01.05;12:33:54;21,3;36,2;6,7;408
2021.01.05;12:34:10;21,3;37,3;7,0;414
2021.01.05;12:34:25;21,3;37,4;7,0;405
2021.01.05;12:34:40;21,3;37,7;7,0;418
2021.01.05;12:35:02;21,3;36,9;6,9;434
2021.01.05;12:35:17;21,3;37,8;7,0;434
2021.01.05;12:35:32;21,3;37,6;7,0;438
2021.01.05;12:35:48;21,2;37,7;7,0;403
2021.01.05;12:36:09;21,3;36,7;6,8;403
2021.01.05;12:36:25;21,3;37,7;7,0;423
2021.01.05;12:36:40;21,3;37,8;7,0;400
2021.01.05;12:36:55;21,3;37,8;7,0;410
2021.01.05;12:37:17;21,3;36,7;6,8;413
2021.01.05;12:37:32;21,3;38,0;7,1;400
2021.01.05;12:37:48;21,3;37,8;7,0;405
2021.01.05;12:38:03;21,3;37,8;7,0;403
2021.01.05;12:38:25;21,3;36,8;6,9;405
2021.01.05;12:38:40;21,3;37,9;7,1;400
2021.01.05;12:38:55;21,3;37,7;7,0;481
2021.01.05;12:39:11;21,3;38,0;7,1;403
2021.01.05;12:39:32;21,2;38,2;7,1;403
2021.01.05;12:39:48;21,2;37,9;7,0;400
2021.01.05;12:40:03;21,2;37,9;7,0;403
2021.01.05;12:40:18;21,2;37,8;7,0;403
2021.01.05;12:40:40;21,3;36,9;6,9;476
2021.01.05;12:40:55;21,3;37,9;7,1;403
2021.01.05;12:41:11;21,3;38,0;7,1;400
2021.01.05;12:41:26;21,3;37,7;7,0;400
2021.01.05;12:41:48;21,3;38,2;7,1;405
2021.01.05;12:42:03;21,3;38,3;7,1;403
2021.01.05;12:42:18;21,3;37,9;7,1;400
2021.01.05;12:42:34;21,3;37,9;7,1;425
2021.01.05;12:42:55;21,3;37,8;7,0;408
2021.01.05;12:43:11;21,3;38,0;7,1;402
2021.01.05;12:43:26;21,3;38,2;7,1;400
2021.01.05;12:43:41;21,2;38,2;7,1;406
2021.01.05;12:44:03;21,3;37,0;6,9;406
2021.01.05;12:44:18;21,2;38,0;7,0;402
2021.01.05;12:44:34;21,3;38,1;7,1;402
2021.01.05;12:44:49;21,3;38,1;7,1;424
2021.01.05;12:45:11;21,3;37,0;6,9;482
2021.01.05;12:45:26;21,2;38,0;7,0;407
2021.01.05;12:45:41;21,3;38,1;7,1;405
2021.01.05;12:45:57;21,3;38,2;7,1;403
2021.01.05;12:46:18;21,3;37,0;6,9;400
2021.01.05;12:46:34;21,3;38,1;7,1;400
2021.01.05;12:46:49;21,3;38,0;7,1;406
2021.01.05;12:47:04;21,3;38,2;7,1;400
2021.01.05;12:47:26;21,3;38,5;7,2;400
2021.01.05;12:47:41;21,3;38,1;7,1;403
2021.01.05;12:47:57;21,3;38,0;7,1;402
2021.01.05;12:48:12;21,3;38,2;7,1;400
2021.01.05;12:48:34;21,3;37,3;7,0;400
2021.01.05;12:48:49;21,4;38,2;7,2;403
2021.01.05;12:49:04;21,4;38,2;7,2;407
2021.01.05;12:49:19;21,4;37,2;7,0;400
2021.01.05;12:49:41;21,3;37,1;6,9;400
2021.01.05;12:49:56;21,3;38,1;7,1;407
2021.01.05;12:50:12;21,4;38,2;7,2;400
2021.01.05;12:50:27;21,4;38,2;7,2;400
2021.01.05;12:50:49;21,4;37,1;7,0;402
2021.01.05;12:51:04;21,3;38,1;7,1;405
2021.01.05;12:51:19;21,3;38,2;7,1;400
2021.01.05;12:51:35;21,3;38,0;7,1;483
2021.01.05;12:51:56;21,3;37,1;6,9;442
2021.01.05;12:52:12;21,4;38,2;7,2;482
2021.01.05;12:52:27;21,3;38,3;7,1;421
2021.01.05;12:52:42;21,3;38,2;7,1;400
2021.01.05;12:53:04;21,3;37,2;6,9;400
2021.01.05;12:53:19;21,4;38,6;7,2;400
2021.01.05;12:53:35;21,3;38,1;7,1;482
2021.01.05;12:53:50;21,4;38,2;7,2;410
2021.01.05;12:54:12;21,4;37,3;7,0;435
2021.01.05;12:54:27;21,4;38,3;7,2;408
2021.01.05;12:54:42;21,4;38,3;7,2;402
2021.01.05;12:54:58;21,3;38,3;7,1;405
2021.01.05;12:55:19;21,4;37,2;7,0;405
2021.01.05;12:55:35;21,3;38,3;7,1;400
2021.01.05;12:55:50;21,3;38,3;7,1;406
2021.01.05;12:56:05;21,4;38,4;7,2;413
2021.01.05;12:56:27;21,4;37,2;7,0;426
2021.01.05;12:56:42;21,3;38,3;7,1;400
2021.01.05;12:56:58;21,4;38,3;7,2;415
2021.01.05;12:57:13;21,4;38,5;7,2;400
2021.01.05;12:57:35;21,4;38,6;7,2;483
2021.01.05;12:57:50;21,4;38,3;7,2;400
2021.01.05;12:58:05;21,4;38,4;7,2;403
2021.01.05;12:58:21;21,4;38,4;7,2;402
2021.01.05;12:58:42;21,4;37,3;7,0;400
2021.01.05;12:58:58;21,3;38,3;7,1;402
2021.01.05;12:59:13;21,4;38,5;7,2;400
2021.01.05;12:59:28;21,3;38,4;7,2;405
2021.01.05;12:59:50;21,4;38,6;7,2;406
2021.01.05;13:00:05;21,4;38,4;7,2;402
2021.01.05;13:00:21;21,3;38,2;7,1;486
2021.01.05;13:00:36;21,3;38,4;7,2;486
2021.01.05;13:00:57;21,3;37,3;7,0;405
2021.01.05;13:01:13;21,3;38,3;7,1;400
2021.01.05;13:01:28;21,4;38,5;7,2;400
2021.01.05;13:01:43;21,3;38,6;7,2;450
2021.01.05;13:02:05;21,3;37,3;7,0;418
2021.01.05;13:02:20;21,4;38,3;7,2;405
2021.01.05;13:02:36;21,3;38,5;7,2;483
2021.01.05;13:02:51;21,4;38,5;7,2;405
2021.01.05;13:03:13;21,4;37,4;7,0;402
2021.01.05;13:03:28;21,3;38,4;7,2;416
2021.01.05;13:03:43;21,3;38,2;7,1;400
2021.01.05;13:03:59;21,4;38,3;7,2;405
2021.01.05;13:04:20;21,4;37,4;7,0;405
2021.01.05;13:04:36;21,4;38,4;7,2;400
2021.01.05;13:04:51;21,3;38,1;7,1;407
2021.01.05;13:05:06;21,3;38,4;7,2;400
2021.01.05;13:05:28;21,3;38,6;7,2;408
2021.01.05;13:05:43;21,3;38,3;7,1;400
2021.01.05;13:05:59;21,4;37,4;7,0;400
2021.01.05;13:06:14;21,4;38,5;7,2;400
2021.01.05;13:06:36;21,3;38,7;7,2;408
2021.01.05;13:06:51;21,3;38,4;7,2;402
2021.01.05;13:07:06;21,3;38,5;7,2;416
2021.01.05;13:07:22;21,3;37,3;7,0;405
2021.01.05;13:07:43;21,4;38,7;7,3;400
2021.01.05;13:07:59;21,4;38,4;7,2;439
2021.01.05;13:08:14;21,4;38,6;7,2;405
2021.01.05;13:08:29;21,4;38,6;7,2;400
2021.01.05;13:08:51;21,3;37,4;7,0;410
2021.01.05;13:09:06;21,4;38,4;7,2;415
2021.01.05;13:09:22;21,4;38,6;7,2;407
2021.01.05;13:09:37;21,3;38,6;7,2;423
2021.01.05;13:09:59;21,3;37,4;7,0;408
2021.01.05;13:10:14;21,4;38,6;7,2;434
2021.01.05;13:10:29;21,3;38,6;7,2;400
2021.01.05;13:10:45;21,3;38,4;7,2;403
2021.01.05;13:11:06;21,4;38,8;7,3;408
2021.01.05;13:11:22;21,4;38,7;7,3;411
2021.01.05;13:11:37;21,4;38,6;7,2;400
2021.01.05;13:11:52;21,3;38,5;7,2;405
2021.01.05;13:12:14;21,4;37,5;7,0;413
2021.01.05;13:12:29;21,4;38,5;7,2;402
2021.01.05;13:12:45;21,4;38,6;7,2;400
2021.01.05;13:13:00;21,4;38,6;7,2;434
2021.01.05;13:13:22;21,4;37,5;7,0;402
2021.01.05;13:13:37;21,4;38,5;7,2;413
2021.01.05;13:13:52;21,4;38,6;7,2;403
2021.01.05;13:14:08;21,4;38,6;7,2;486
2021.01.05;13:14:29;21,4;38,8;7,3;400
2021.01.05;13:14:45;21,4;38,4;7,2;405
2021.01.05;13:15:00;21,4;38,6;7,2;426
2021.01.05;13:15:15;21,4;38,7;7,3;400
2021.01.05;13:15:37;21,4;38,8;7,3;400
2021.01.05;13:15:52;21,4;38,5;7,2;402
2021.01.05;13:16:07;21,4;38,6;7,2;481
2021.01.05;13:16:23;21,5;38,6;7,3;400
2021.01.05;13:16:44;21,4;37,5;7,0;405
2021.01.05;13:17:00;21,4;38,5;7,2;400
2021.01.05;13:17:15;21,5;38,6;7,3;411
2021.01.05;13:17:30;21,5;38,8;7,3;400
2021.01.05;13:17:52;21,5;37,7;7,1;400
2021.01.05;13:18:07;21,5;38,8;7,3;473
2021.01.05;13:18:23;21,5;38,9;7,3;400
2021.01.05;13:18:38;21,5;38,8;7,3;472
2021.01.05;13:19:00;21,6;38,0;7,2;405
2021.01.05;13:19:15;21,5;38,8;7,3;413
2021.01.05;13:19:30;21,6;38,6;7,3;415
2021.01.05;13:19:46;21,5;38,5;7,3;400
2021.01.05;13:20:07;21,5;38,2;7,2;400
2021.01.05;13:20:23;21,5;38,4;7,2;434
2021.01.05;13:20:38;21,6;38,5;7,3;485
2021.01.05;13:20:53;21,5;38,5;7,3;403
2021.01.05;13:21:15;21,6;37,3;7,1;405
2021.01.05;13:21:30;21,5;38,4;7,2;400
2021.01.05;13:21:46;21,6;37,2;7,1;406
2021.01.05;13:22:01;21,5;38,3;7,2;403
2021.01.05;13:22:23;21,5;37,0;7,0;400
2021.01.05;13:22:38;21,6;38,3;7,3;475
2021.01.05;13:22:53;21,6;38,2;7,2;400
2021.01.05;13:23:09;21,6;38,1;7,2;406
2021.01.05;13:23:30;21,5;38,2;7,2;414
2021.01.05;13:23:46;21,6;38,0;7,2;400
2021.01.05;13:24:01;21,5;38,2;7,2;418
2021.01.05;13:24:16;21,5;38,1;7,2;400
2021.01.05;13:24:38;21,5;37,3;7,0;482
2021.01.05;13:24:53;21,5;38,4;7,2;403
2021.01.05;13:25:08;21,5;38,4;7,2;400
2021.01.05;13:25:24;21,6;38,7;7,3;400
2021.01.05;13:25:45;21,5;38,5;7,3;400
2021.01.05;13:26:01;21,5;38,2;7,2;422
2021.01.05;13:26:16;21,6;37,9;7,2;405
2021.01.05;13:26:31;21,5;38,3;7,2;408
2021.01.05;13:26:53;21,5;37,2;7,0;408
2021.01.05;13:27:08;21,5;38,3;7,2;403
2021.01.05;13:27:24;21,5;38,1;7,2;434
2021.01.05;13:27:39;21,6;38,4;7,3;477
2021.01.05;13:28:01;21,5;37,2;7,0;403
2021.01.05;13:28:16;21,5;37,8;7,1;403
2021.01.05;13:28:31;21,5;38,4;7,2;400
2021.01.05;13:28:47;21,5;38,2;7,2;418
2021.01.05;13:29:08;21,5;37,2;7,0;414
2021.01.05;13:29:24;21,5;38,2;7,2;402
2021.01.05;13:29:39;21,5;38,2;7,2;473
2021.01.05;13:29:54;21,5;38,4;7,2;403
2021.01.05;13:30:16;21,5;38,5;7,3;400
2021.01.05;13:30:31;21,5;38,3;7,2;400
2021.01.05;13:30:47;21,5;38,4;7,2;403
2021.01.05;13:31:02;21,5;38,4;7,2;482
2021.01.05;13:31:24;21,5;38,5;7,3;423
2021.01.05;13:31:39;21,4;38,1;7,1;478
2021.01.05;13:31:54;21,5;38,1;7,2;400
2021.01.05;13:32:10;21,4;38,0;7,1;405
2021.01.05;13:32:31;21,5;38,5;7,3;405
2021.01.05;13:32:47;21,4;38,1;7,1;403
2021.01.05;13:33:02;21,5;38,5;7,3;400
2021.01.05;13:33:17;21,5;38,4;7,2;406
2021.01.05;13:33:39;21,5;37,1;7,0;476
2021.01.05;13:33:54;21,5;38,1;7,2;403
2021.01.05;13:34:10;21,4;38,2;7,2;414
2021.01.05;13:34:25;21,4;38,1;7,1;400
2021.01.05;13:34:47;21,5;38,4;7,2;400
2021.01.05;13:35:02;21,4;38,2;7,2;403
2021.01.05;13:35:17;21,4;38,1;7,1;400
2021.01.05;13:35:33;21,5;38,2;7,2;405
2021.01.05;13:35:54;21,5;37,1;7,0;406
2021.01.05;13:36:10;21,5;38,0;7,2;402
2021.01.05;13:36:25;21,5;38,2;7,2;402
2021.01.05;13:36:40;21,4;38,1;7,1;415
2021.01.05;13:37:02;21,4;37,0;6,9;403
2021.01.05;13:37:17;21,4;38,0;7,1;400
2021.01.05;13:37:33;21,5;37,9;7,1;415
2021.01.05;13:37:48;21,5;37,9;7,1;400
2021.01.05;13:38:09;21,5;38,3;7,2;406
2021.01.05;13:38:25;21,4;38,0;7,1;402
2021.01.05;13:38:40;21,5;38,0;7,2;400
2021.01.05;13:38:55;21,5;38,1;7,2;445
2021.01.05;13:39:17;21,4;36,9;6,9;414
2021.01.05;13:39:32;21,4;37,9;7,1;408
2021.01.05;13:39:48;21,5;37,7;7,1;400
2021.01.05;13:40:03;21,5;38,1;7,2;400
2021.01.05;13:40:25;21,5;38,3;7,2;403
2021.01.05;13:40:40;21,4;38,0;7,1;400
2021.01.05;13:40:55;21,5;38,1;7,2;400
2021.01.05;13:41:11;21,4;38,0;7,1;400
2021.01.05;13:41:32;21,4;36,7;6,9;482
2021.01.05;13:41:48;21,5;38,0;7,2;407
2021.01.05;13:42:03;21,4;37,6;7,0;402
2021.01.05;13:42:18;21,4;38,0;7,1;400
2021.01.05;13:42:40;21,5;38,1;7,2;475
2021.01.05;13:42:55;21,4;37,9;7,1;421
2021.01.05;13:43:11;21,4;37,8;7,1;411
2021.01.05;13:43:26;21,4;38,0;7,1;400
2021.01.05;13:43:48;21,4;36,8;6,9;405
2021.01.05;13:44:03;21,4;37,8;7,1;435
2021.01.05;13:44:18;21,5;38,0;7,2;400
                                      2021.01.05;14:00:54;21,2;41,1;7,6;0
2021.01.05;14:01:11;21,2;40,9;7,6;400
2021.01.05;14:01:26;21,1;40,6;7,5;400
2021.01.05;14:01:42;21,2;40,7;7,5;400
2021.01.05;14:02:03;21,2;40,9;7,6;400
2021.01.05;14:02:19;21,1;40,6;7,5;472
2021.01.05;14:02:34;21,2;40,4;7,5;400
2021.01.05;14:02:49;21,2;40,3;7,5;400
2021.01.05;14:03:11;21,2;39,3;7,3;400
2021.01.05;14:03:26;21,1;40,2;7,4;400
2021.01.05;14:03:42;21,2;40,0;7,4;408
2021.01.05;14:03:57;21,2;40,3;7,5;403
2021.01.05;14:04:19;21,1;39,0;7,2;400
2021.01.05;14:04:34;21,1;40,0;7,4;434
2021.01.05;14:04:49;21,1;40,2;7,4;400
2021.01.05;14:05:04;21,2;39,8;7,4;400
2021.01.05;14:05:26;21,1;40,1;7,4;400
2021.01.05;14:05:42;21,1;39,9;7,4;432
2021.01.05;14:05:57;21,1;39,7;7,3;400
2021.01.05;14:06:12;21,2;39,7;7,4;405
2021.01.05;14:06:34;21,2;38,5;7,1;485
2021.01.05;14:06:49;21,2;38,5;7,1;405
2021.01.05;14:07:04;21,2;39,6;7,3;400
2021.01.05;14:07:20;21,2;39,3;7,3;400
2021.01.05;14:07:41;21,3;38,4;7,2;400
2021.01.05;14:07:57;21,2;39,4;7,3;416
2021.01.05;14:08:12;21,2;39,2;7,3;400
2021.01.05;14:08:27;21,2;39,3;7,3;405
2021.01.05;14:08:49;21,2;38,2;7,1;402
2021.01.05;14:09:04;21,2;39,1;7,2;403
2021.01.05;14:09:20;21,2;39,1;7,2;410
2021.01.05;14:09:35;21,2;39,3;7,3;477
2021.01.05;14:09:57;21,3;39,4;7,3;405
2021.01.05;14:10:12;21,2;39,0;7,2;423
2021.01.05;14:10:27;21,3;39,1;7,3;402
2021.01.05;14:10:43;21,3;39,1;7,3;421
2021.01.05;14:11:04;21,3;37,9;7,1;424
2021.01.05;14:11:20;21,3;38,9;7,3;403
2021.01.05;14:11:35;21,3;38,7;7,2;400
2021.01.05;14:11:50;21,3;38,9;7,3;400
2021.01.05;14:12:12;21,4;37,8;7,1;403
2021.01.05;14:12:27;21,4;38,8;7,3;400
2021.01.05;14:12:43;21,4;38,8;7,3;477
2021.01.05;14:12:58;21,3;39,0;7,3;435
2021.01.05;14:13:20;21,3;39,0;7,3;403
2021.01.05;14:13:35;21,3;38,6;7,2;403
2021.01.05;14:13:50;21,4;38,5;7,2;439
2021.01.05;14:14:06;21,4;38,6;7,2;400
2021.01.05;14:14:27;21,4;37,5;7,0;400
2021.01.05;14:14:43;21,3;38,5;7,2;403
2021.01.05;14:14:58;21,4;38,6;7,2;422
2021.01.05;14:15:13;21,4;38,8;7,3;400
2021.01.05;14:15:35;21,4;38,8;7,3;400
2021.01.05;14:15:50;21,4;38,7;7,3;400
2021.01.05;14:16:06;21,4;38,5;7,2;403
2021.01.05;14:16:21;21,4;38,5;7,2;485
2021.01.05;14:16:43;21,4;38,8;7,3;438
2021.01.05;14:16:58;21,4;38,6;7,2;402
2021.01.05;14:17:13;21,5;38,6;7,3;400
2021.01.05;14:17:28;21,4;38,4;7,2;421
2021.01.05;14:17:50;21,4;37,3;7,0;406
2021.01.05;14:18:05;21,4;38,2;7,2;403
2021.01.05;14:18:21;21,4;38,3;7,2;486
2021.01.05;14:18:36;21,5;38,4;7,2;402
2021.01.05;14:18:58;21,4;37,2;7,0;403
2021.01.05;14:19:13;21,5;38,4;7,2;403
2021.01.05;14:19:28;21,5;38,1;7,2;400
2021.01.05;14:19:44;21,5;38,1;7,2;410
2021.01.05;14:20:05;21,4;38,6;7,2;414
2021.01.05;14:20:21;21,5;38,3;7,2;481
