,Datum;Uhrzeit;T-DHT22;FR-DHT22;FA-DHT22;CO2-CCS811
2021.01.05;05:38:11;20,6;38,5;6,9;428
2021.01.05;05:38:26;20,6;38,5;6,9;400
2021.01.05;05:38:42;20,6;38,7;6,9;400
2021.01.05;05:39:03;20,6;37,5;6,7;402
2021.01.05;05:39:19;20,6;38,8;6,9;400
2021.01.05;05:39:34;20,6;38,8;6,9;400
2021.01.05;05:39:49;20,6;38,4;6,9;409
2021.01.05;05:40:11;20,6;37,5;6,7;414
2021.01.05;05:40:26;20,6;38,6;6,9;400
2021.01.05;05:40:42;20,6;38,4;6,9;424
2021.01.05;05:40:57;20,6;38,6;6,9;400
2021.01.05;05:41:19;20,6;37,5;6,7;402
2021.01.05;05:41:34;20,6;38,8;6,9;454
2021.01.05;05:41:49;20,6;38,7;6,9;420
2021.01.05;05:42:05;20,6;38,6;6,9;480
2021.01.05;05:42:26;20,6;37,6;6,7;402
2021.01.05;05:42:42;20,6;38,6;6,9;400
2021.01.05;05:42:57;20,6;38,7;6,9;403
2021.01.05;05:43:12;20,7;38,7;7,0;400
2021.01.05;05:43:34;20,6;38,7;6,9;403
2021.01.05;05:43:49;20,6;38,5;6,9;400
2021.01.05;05:44:04;20,6;38,3;6,9;403
2021.01.05;05:44:20;20,6;38,7;6,9;409
2021.01.05;05:44:41;20,6;37,6;6,7;410
2021.01.05;05:44:57;20,6;38,7;6,9;400
2021.01.05;05:45:12;20,7;38,4;6,9;405
2021.01.05;05:45:27;20,6;38,6;6,9;485
2021.01.05;05:45:49;20,6;37,4;6,7;414
2021.01.05;05:46:04;20,6;38,4;6,9;400
2021.01.05;05:46:20;20,7;38,6;6,9;485
2021.01.05;05:46:35;20,6;38,6;6,9;405
2021.01.05;05:46:57;20,6;38,7;6,9;400
2021.01.05;05:47:12;20,6;38,5;6,9;400
2021.01.05;05:47:27;20,6;38,6;6,9;405
2021.01.05;05:47:43;20,6;38,7;6,9;400
2021.01.05;05:48:04;20,6;38,7;6,9;488
2021.01.05;05:48:20;20,6;38,7;6,9;414
2021.01.05;05:48:35;20,6;38,3;6,9;400
2021.01.05;05:48:50;20,6;38,5;6,9;406
2021.01.05;05:49:12;20,6;37,5;6,7;406
2021.01.05;05:49:27;20,6;38,6;6,9;485
2021.01.05;05:49:43;20,6;38,4;6,9;420
2021.01.05;05:49:58;20,6;38,6;6,9;403
2021.01.05;05:50:20;20,6;37,5;6,7;402
2021.01.05;05:50:35;20,6;38,5;6,9;403
2021.01.05;05:50:50;20,6;38,6;6,9;403
2021.01.05;05:51:06;20,6;38,5;6,9;406
2021.01.05;05:51:27;20,6;37,4;6,7;482
2021.01.05;05:51:43;20,6;38,4;6,9;403
2021.01.05;05:51:58;20,7;38,6;6,9;400
2021.01.05;05:52:13;20,6;38,4;6,9;400
2021.01.05;05:52:35;20,6;38,6;6,9;400
2021.01.05;05:52:50;20,6;38,3;6,9;402
2021.01.05;05:53:05;20,6;38,6;6,9;403
2021.01.05;05:53:21;20,6;38,7;6,9;477
2021.01.05;05:53:42;20,6;37,3;6,7;400
2021.01.05;05:53:58;20,6;38,4;6,9;406
2021.01.05;05:54:13;20,6;38,3;6,9;403
2021.01.05;05:54:28;20,6;38,5;6,9;400
2021.01.05;05:54:50;20,6;37,3;6,7;403
2021.01.05;05:55:05;20,6;38,3;6,9;400
2021.01.05;05:55:21;20,6;38,6;6,9;402
2021.01.05;05:55:36;20,6;38,5;6,9;403
2021.01.05;05:55:58;20,6;37,4;6,7;406
2021.01.05;05:56:13;20,6;38,5;6,9;400
2021.01.05;05:56:28;20,6;38,4;6,9;407
2021.01.05;05:56:44;20,6;38,4;6,9;400
2021.01.05;05:57:05;20,5;37,3;6,6;402
2021.01.05;05:57:21;20,6;38,4;6,9;481
2021.01.05;05:57:36;20,6;38,5;6,9;481
2021.01.05;05:57:51;20,6;38,4;6,9;418
2021.01.05;05:58:13;20,6;37,4;6,7;434
2021.01.05;05:58:28;20,6;38,4;6,9;403
2021.01.05;05:58:44;20,6;38,2;6,8;408
2021.01.05;05:58:59;20,6;38,4;6,9;400
2021.01.05;05:59:21;20,6;37,4;6,7;400
2021.01.05;05:59:36;20,6;38,4;6,9;415
2021.01.05;05:59:51;20,6;38,6;6,9;405
2021.01.05;06:00:07;20,6;38,5;6,9;403
2021.01.05;06:00:28;20,6;37,4;6,7;405
2021.01.05;06:00:44;20,6;38,4;6,9;400
2021.01.05;06:00:59;20,6;38,5;6,9;405
2021.01.05;06:01:14;20,6;38,4;6,9;405
2021.01.05;06:01:36;20,6;38,5;6,9;400
2021.01.05;06:01:51;20,6;38,3;6,9;409
2021.01.05;06:02:07;20,6;38,4;6,9;400
2021.01.05;06:02:22;20,6;38,4;6,9;486
2021.01.05;06:02:44;20,6;37,3;6,7;400
2021.01.05;06:02:59;20,6;38,4;6,9;400
2021.01.05;06:03:14;20,6;38,4;6,9;403
2021.01.05;06:03:30;20,6;38,3;6,9;403
2021.01.05;06:03:51;20,6;37,2;6,7;403
2021.01.05;06:04:07;20,6;38,3;6,9;405
2021.01.05;06:04:22;20,6;38,5;6,9;477
2021.01.05;06:04:37;20,6;38,4;6,9;493
2021.01.05;06:04:59;20,7;37,3;6,7;400
2021.01.05;06:05:14;20,6;38,3;6,9;403
2021.01.05;06:05:30;20,6;38,2;6,8;403
2021.01.05;06:05:45;20,6;38,4;6,9;418
2021.01.05;06:06:07;20,6;37,2;6,7;424
2021.01.05;06:06:22;20,6;38,6;6,9;482
2021.01.05;06:06:37;20,6;38,2;6,8;498
2021.01.05;06:06:53;20,7;38,4;6,9;403
2021.01.05;06:07:14;20,6;38,6;6,9;400
2021.01.05;06:07:29;20,7;38,3;6,9;422
2021.01.05;06:07:45;20,6;38,3;6,9;400
2021.01.05;06:08:00;20,6;38,3;6,9;403
2021.01.05;06:08:23;20,6;37,2;6,7;486
2021.01.05;06:08:38;20,6;38,2;6,8;486
2021.01.05;06:08:53;20,6;37,7;6,7;433
2021.01.05;06:09:08;20,6;38,4;6,9;400
2021.01.05;06:09:30;20,6;37,1;6,6;400
2021.01.05;06:09:45;20,6;38,2;6,8;403
2021.01.05;06:10:01;20,6;38,3;6,9;400
2021.01.05;06:10:16;20,7;37,8;6,8;400
2021.01.05;06:10:38;20,6;37,2;6,7;502
2021.01.05;06:10:53;20,6;38,4;6,9;400
2021.01.05;06:11:08;20,6;38,4;6,9;400
2021.01.05;06:11:24;20,6;38,2;6,8;400
2021.01.05;06:11:45;20,6;38,4;6,9;400
2021.01.05;06:12:01;20,6;38,3;6,9;403
2021.01.05;06:12:16;20,6;37,8;6,8;403
2021.01.05;06:12:31;20,6;38,3;6,9;400
2021.01.05;06:12:53;20,6;38,6;6,9;405
2021.01.05;06:13:08;20,6;38,3;6,9;403
2021.01.05;06:13:24;20,6;38,4;6,9;427
2021.01.05;06:13:39;20,6;38,3;6,9;477
2021.01.05;06:14:01;20,6;37,0;6,6;408
2021.01.05;06:14:16;20,6;37,7;6,7;400
2021.01.05;06:14:31;20,6;38,2;6,8;414
2021.01.05;06:14:47;20,6;38,3;6,9;400
2021.01.05;06:15:08;20,6;37,2;6,7;403
2021.01.05;06:15:24;20,6;38,2;6,8;481
2021.01.05;06:15:39;20,6;38,3;6,9;481
2021.01.05;06:15:54;20,6;38,0;6,8;405
2021.01.05;06:16:16;20,6;37,2;6,7;408
2021.01.05;06:16:31;20,5;38,3;6,8;400
2021.01.05;06:16:47;20,6;38,3;6,9;434
2021.01.05;06:17:02;20,6;38,4;6,9;403
2021.01.05;06:17:24;20,6;37,2;6,7;403
2021.01.05;06:17:39;20,6;38,0;6,8;476
2021.01.05;06:17:54;20,6;38,2;6,8;400
2021.01.05;06:18:10;20,5;38,2;6,8;408
2021.01.05;06:18:31;20,6;37,3;6,7;411
2021.01.05;06:18:46;20,6;38,2;6,8;402
2021.01.05;06:19:02;20,6;38,5;6,9;408
2021.01.05;06:19:17;20,6;38,4;6,9;400
2021.01.05;06:19:39;20,6;37,3;6,7;478
2021.01.05;06:19:54;20,6;38,1;6,8;424
2021.01.05;06:20:09;20,6;38,3;6,9;423
2021.01.05;06:20:25;20,6;38,1;6,8;406
2021.01.05;06:20:46;20,6;37,0;6,6;424
2021.01.05;06:21:02;20,6;38,2;6,8;400
2021.01.05;06:21:17;20,6;38,2;6,8;400
2021.01.05;06:21:32;20,6;38,1;6,8;434
2021.01.05;06:21:54;20,6;37,1;6,6;418
2021.01.05;06:22:09;20,6;38,2;6,8;402
2021.01.05;06:22:25;20,6;38,0;6,8;428
2021.01.05;06:22:40;20,6;38,2;6,8;415
2021.01.05;06:23:02;20,6;38,3;6,9;420
2021.01.05;06:23:17;20,6;38,1;6,8;402
2021.01.05;06:23:32;20,6;38,0;6,8;403
2021.01.05;06:23:48;20,6;38,6;6,9;406
2021.01.05;06:24:09;20,6;37,0;6,6;405
2021.01.05;06:24:25;20,5;38,0;6,8;420
2021.01.05;06:24:40;20,6;38,1;6,8;408
2021.01.05;06:24:55;20,6;38,4;6,9;400
2021.01.05;06:25:17;20,6;37,0;6,6;405
2021.01.05;06:25:32;20,5;38,1;6,8;416
2021.01.05;06:25:48;20,6;38,3;6,9;482
2021.01.05;06:26:03;20,6;38,3;6,9;408
2021.01.05;06:26:25;20,6;37,1;6,6;444
2021.01.05;06:26:40;20,6;38,2;6,8;400
2021.01.05;06:26:55;20,6;38,2;6,8;405
2021.01.05;06:27:11;20,6;38,2;6,8;416
2021.01.05;06:27:32;20,6;37,2;6,7;400
2021.01.05;06:27:48;20,6;38,2;6,8;406
2021.01.05;06:28:03;20,6;38,2;6,8;400
2021.01.05;06:28:18;20,6;38,3;6,9;406
2021.01.05;06:28:40;20,6;37,2;6,7;424
2021.01.05;06:28:55;20,6;38,3;6,9;406
2021.01.05;06:29:11;20,6;38,4;6,9;400
2021.01.05;06:29:26;20,6;38,2;6,8;414
2021.01.05;06:29:48;20,6;38,4;6,9;403
2021.01.05;06:30:03;20,6;38,2;6,8;400
2021.01.05;06:30:18;20,5;38,3;6,8;409
2021.01.05;06:30:34;20,6;38,3;6,9;400
2021.01.05;06:30:55;20,6;37,0;6,6;427
2021.01.05;06:31:11;20,6;38,0;6,8;400
2021.01.05;06:31:26;20,6;37,9;6,8;406
2021.01.05;06:31:41;20,6;38,2;6,8;406
2021.01.05;06:32:03;20,6;38,4;6,9;400
2021.01.05;06:32:18;20,6;38,0;6,8;408
2021.01.05;06:32:33;20,6;38,2;6,8;403
2021.01.05;06:32:49;20,6;38,4;6,9;405
2021.01.05;06:33:10;20,6;37,1;6,6;403
2021.01.05;06:33:26;20,5;38,1;6,8;422
2021.01.05;06:33:41;20,6;37,9;6,8;400
2021.01.05;06:33:56;20,6;37,6;6,7;405
2021.01.05;06:34:18;20,5;37,0;6,6;400
2021.01.05;06:34:33;20,6;38,1;6,8;400
2021.01.05;06:34:49;20,6;38,2;6,8;405
2021.01.05;06:35:04;20,6;38,2;6,8;400
2021.01.05;06:35:26;20,6;38,4;6,9;408
2021.01.05;06:35:41;20,6;38,1;6,8;400
2021.01.05;06:35:56;20,6;38,1;6,8;405
2021.01.05;06:36:12;20,6;37,9;6,8;400
2021.01.05;06:36:33;20,7;37,1;6,7;400
2021.01.05;06:36:49;20,6;38,2;6,8;400
2021.01.05;06:37:04;20,6;38,0;6,8;407
2021.01.05;06:37:19;20,6;38,2;6,8;400
2021.01.05;06:37:41;20,6;37,0;6,6;402
2021.01.05;06:37:56;20,6;37,9;6,8;405
2021.01.05;06:38:12;20,6;38,2;6,8;400
2021.01.05;06:38:27;20,6;37,9;6,8;400
2021.01.05;06:38:49;20,6;38,4;6,9;409
2021.01.05;06:39:04;20,6;38,0;6,8;400
2021.01.05;06:39:19;20,6;38,2;6,8;402
2021.01.05;06:39:35;20,6;38,5;6,9;407
2021.01.05;06:39:56;20,6;37,0;6,6;421
2021.01.05;06:40:12;20,6;38,2;6,8;405
2021.01.05;06:40:27;20,6;38,2;6,8;402
2021.01.05;06:40:42;20,6;38,3;6,9;400
2021.01.05;06:41:04;20,6;37,3;6,7;400
2021.01.05;06:41:19;20,6;38,0;6,8;402
2021.01.05;06:41:35;20,6;37,9;6,8;407
2021.01.05;06:41:50;20,7;38,2;6,9;407
2021.01.05;06:42:12;20,6;38,4;6,9;400
2021.01.05;06:42:27;20,6;38,1;6,8;407
2021.01.05;06:42:42;20,6;37,9;6,8;400
2021.01.05;06:42:58;20,6;38,2;6,8;407
2021.01.05;06:43:19;20,6;36,9;6,6;400
2021.01.05;06:43:35;20,6;38,0;6,8;423
2021.01.05;06:43:50;20,6;38,2;6,8;400
2021.01.05;06:44:05;20,6;38,2;6,8;400
2021.01.05;06:44:27;20,6;37,0;6,6;400
2021.01.05;06:44:42;20,6;38,0;6,8;402
2021.01.05;06:44:57;20,6;38,2;6,8;444
2021.01.05;06:45:13;20,6;38,2;6,8;400
2021.01.05;06:45:34;20,6;37,0;6,6;407
2021.01.05;06:45:50;20,6;38,0;6,8;420
2021.01.05;06:46:05;20,6;38,0;6,8;407
2021.01.05;06:46:20;20,6;38,2;6,8;409
2021.01.05;06:46:42;20,6;37,0;6,6;400
2021.01.05;06:46:57;20,6;38,0;6,8;400
2021.01.05;06:47:13;20,6;38,2;6,8;427
2021.01.05;06:47:28;20,6;38,2;6,8;407
2021.01.05;06:47:50;20,6;37,1;6,6;402
2021.01.05;06:48:05;20,6;38,0;6,8;400
2021.01.05;06:48:20;20,6;38,2;6,8;407
2021.01.05;06:48:36;20,6;38,2;6,8;433
2021.01.05;06:48:57;20,5;37,0;6,6;460
2021.01.05;06:49:13;20,6;38,0;6,8;400
2021.01.05;06:49:28;20,6;37,9;6,8;400
2021.01.05;06:49:43;20,6;38,0;6,8;414
2021.01.05;06:50:05;20,6;38,4;6,9;420
2021.01.05;06:50:20;20,6;38,0;6,8;400
2021.01.05;06:50:36;20,6;38,1;6,8;402
2021.01.05;06:50:51;20,6;38,2;6,8;481
2021.01.05;06:51:13;20,6;37,1;6,6;402
2021.01.05;06:51:28;20,6;38,0;6,8;409
2021.01.05;06:51:43;20,6;38,0;6,8;405
2021.01.05;06:51:59;20,6;38,1;6,8;405
2021.01.05;06:52:20;20,6;37,0;6,6;402
2021.01.05;06:52:36;20,6;38,1;6,8;400
2021.01.05;06:52:51;20,6;38,1;6,8;405
2021.01.05;06:53:06;20,6;38,0;6,8;400
2021.01.05;06:53:28;20,6;38,2;6,8;400
2021.01.05;06:53:43;20,6;38,0;6,8;425
2021.01.05;06:53:59;20,6;38,1;6,8;400
2021.01.05;06:54:14;20,6;37,8;6,8;405
2021.01.05;06:54:36;20,6;37,1;6,6;400
2021.01.05;06:54:51;20,6;38,0;6,8;405
2021.01.05;06:55:06;20,6;38,2;6,8;405
2021.01.05;06:55:22;20,6;38,2;6,8;416
2021.01.05;06:55:43;20,6;37,0;6,6;400
2021.01.05;06:55:58;20,6;38,0;6,8;409
2021.01.05;06:56:14;20,6;38,1;6,8;400
2021.01.05;06:56:29;20,6;38,1;6,8;481
2021.01.05;06:56:51;20,6;36,9;6,6;405
2021.01.05;06:57:06;20,6;37,9;6,8;486
2021.01.05;06:57:21;20,6;37,8;6,8;405
2021.01.05;06:57:37;20,6;38,4;6,9;481
2021.01.05;06:57:58;20,6;37,0;6,6;428
2021.01.05;06:58:14;20,6;38,0;6,8;405
2021.01.05;06:58:29;20,6;38,1;6,8;405
2021.01.05;06:58:44;20,6;38,1;6,8;403
2021.01.05;06:59:06;20,6;37,0;6,6;405
2021.01.05;06:59:21;20,6;38,0;6,8;400
2021.01.05;06:59:37;20,6;38,1;6,8;493
2021.01.05;06:59:52;20,6;38,3;6,9;400
2021.01.05;07:00:14;20,6;36,9;6,6;400
2021.01.05;07:00:29;20,6;37,9;6,8;414
2021.01.05;07:00:44;20,6;37,9;6,8;400
2021.01.05;07:01:00;20,6;38,1;6,8;400
2021.01.05;07:01:21;20,6;36,9;6,6;481
2021.01.05;07:01:37;20,6;37,9;6,8;488
2021.01.05;07:01:52;20,6;38,0;6,8;415
2021.01.05;07:02:07;20,6;37,8;6,8;400
2021.01.05;07:02:29;20,6;36,8;6,6;403
2021.01.05;07:02:44;20,6;37,9;6,8;400
2021.01.05;07:03:00;20,7;37,9;6,8;400
2021.01.05;07:03:15;20,6;38,0;6,8;422
2021.01.05;07:03:37;20,6;37,0;6,6;422
2021.01.05;07:03:52;20,6;37,8;6,8;403
2021.01.05;07:04:07;20,6;37,8;6,8;400
2021.01.05;07:04:23;20,6;37,9;6,8;400
2021.01.05;07:04:44;20,6;37,0;6,6;400
2021.01.05;07:05:00;20,6;38,2;6,8;403
2021.01.05;07:05:15;20,6;37,8;6,8;400
2021.01.05;07:05:30;20,6;37,9;6,8;415
2021.01.05;07:05:52;20,6;36,8;6,6;408
2021.01.05;07:06:07;20,6;37,9;6,8;428
2021.01.05;07:06:23;20,6;38,0;6,8;480
2021.01.05;07:06:38;20,6;38,0;6,8;493
2021.01.05;07:07:00;20,6;36,8;6,6;400
2021.01.05;07:07:15;20,6;38,1;6,8;405
2021.01.05;07:07:30;20,6;38,3;6,9;405
2021.01.05;07:07:46;20,6;37,8;6,8;405
2021.01.05;07:08:07;20,6;36,9;6,6;400
2021.01.05;07:08:23;20,6;37,9;6,8;481
2021.01.05;07:08:38;20,6;37,9;6,8;485
2021.01.05;07:08:53;20,6;37,8;6,8;408
2021.01.05;07:09:15;20,6;37,0;6,6;408
2021.01.05;07:09:30;20,6;38,0;6,8;400
2021.01.05;07:09:45;20,6;38,0;6,8;400
2021.01.05;07:10:01;20,6;37,9;6,8;400
2021.01.05;07:10:22;20,6;36,9;6,6;400
2021.01.05;07:10:38;20,6;37,9;6,8;481
2021.01.05;07:10:53;20,6;38,0;6,8;496
2021.01.05;07:11:08;20,6;38,0;6,8;405
2021.01.05;07:11:30;20,6;36,9;6,6;400
2021.01.05;07:11:45;20,6;37,8;6,8;481
2021.01.05;07:12:01;20,6;37,9;6,8;405
2021.01.05;07:12:16;20,6;37,4;6,7;400
2021.01.05;07:12:38;20,6;36,8;6,6;491
2021.01.05;07:12:53;20,6;37,9;6,8;400
2021.01.05;07:13:08;20,5;37,6;6,7;405
2021.01.05;07:13:24;20,6;37,9;6,8;481
2021.01.05;07:13:45;20,6;38,2;6,8;481
2021.01.05;07:14:01;20,6;37,9;6,8;405
2021.01.05;07:14:16;20,6;37,4;6,7;403
2021.01.05;07:14:31;20,6;38,0;6,8;403
2021.01.05;07:14:53;20,6;36,8;6,6;403
2021.01.05;07:15:08;20,6;37,9;6,8;400
2021.01.05;07:15:24;20,6;38,0;6,8;481
2021.01.05;07:15:39;20,6;36,9;6,6;481
2021.01.05;07:16:01;20,6;36,9;6,6;403
2021.01.05;07:16:16;20,6;37,0;6,6;425
2021.01.05;07:16:31;20,6;38,0;6,8;400
2021.01.05;07:16:47;20,6;38,2;6,8;405
2021.01.05;07:17:08;20,6;36,8;6,6;403
2021.01.05;07:17:24;20,6;37,9;6,8;400
2021.01.05;07:17:39;20,6;37,7;6,7;476
2021.01.05;07:17:54;20,6;38,1;6,8;400
2021.01.05;07:18:16;20,6;38,1;6,8;405
2021.01.05;07:18:31;20,6;38,0;6,8;400
2021.01.05;07:18:47;20,6;37,8;6,8;400
2021.01.05;07:19:02;20,6;38,0;6,8;408
2021.01.05;07:19:24;20,7;36,8;6,6;480
2021.01.05;07:19:39;20,6;37,8;6,8;476
2021.01.05;07:19:54;20,6;37,7;6,7;413
2021.01.05;07:20:09;20,7;38,1;6,9;400
2021.01.05;07:20:31;20,6;38,2;6,8;485
2021.01.05;07:20:46;20,6;37,9;6,8;400
2021.01.05;07:21:02;20,6;38,2;6,8;405
2021.01.05;07:21:17;20,6;37,9;6,8;425
2021.01.05;07:21:39;20,6;36,7;6,6;481
2021.01.05;07:21:54;20,6;37,8;6,8;405
2021.01.05;07:22:09;20,6;37,9;6,8;405
2021.01.05;07:22:25;20,6;38,1;6,8;400
2021.01.05;07:22:46;20,6;36,8;6,6;400
2021.01.05;07:23:02;20,6;37,9;6,8;405
2021.01.05;07:23:17;20,6;37,9;6,8;421
2021.01.05;07:23:32;20,6;37,8;6,8;400
2021.01.05;07:23:54;20,6;38,1;6,8;405
2021.01.05;07:24:09;20,6;37,9;6,8;400
2021.01.05;07:24:25;20,6;38,0;6,8;400
2021.01.05;07:24:40;20,6;38,0;6,8;480
2021.01.05;07:25:02;20,6;36,8;6,6;413
2021.01.05;07:25:17;20,6;37,8;6,8;405
2021.01.05;07:25:32;20,6;37,7;6,7;400
2021.01.05;07:25:48;20,6;38,2;6,8;405
2021.01.05;07:26:09;20,6;36,7;6,6;405
2021.01.05;07:26:25;20,6;37,7;6,7;400
2021.01.05;07:26:40;20,6;37,0;6,6;400
2021.01.05;07:26:55;20,6;37,9;6,8;422
2021.01.05;07:27:17;20,6;36,7;6,6;432
2021.01.05;07:27:32;20,7;37,8;6,8;400
2021.01.05;07:27:48;20,6;37,8;6,8;422
2021.01.05;07:28:03;20,6;37,8;6,8;400
2021.01.05;07:28:25;20,6;36,8;6,6;400
2021.01.05;07:28:40;20,5;37,9;6,7;400
2021.01.05;07:28:55;20,6;37,9;6,8;405
2021.01.05;07:29:11;20,6;38,0;6,8;413
2021.01.05;07:29:32;20,6;38,0;6,8;422
2021.01.05;07:29:48;20,7;37,8;6,8;400
2021.01.05;07:30:03;20,6;37,7;6,7;400
2021.01.05;07:30:18;20,6;38,0;6,8;405
2021.01.05;07:30:40;20,6;36,7;6,6;470
2021.01.05;07:30:55;20,6;37,6;6,7;400
2021.01.05;07:31:11;20,6;37,9;6,8;400
2021.01.05;07:31:26;20,7;37,8;6,8;432
2021.01.05;07:31:48;20,6;36,7;6,6;411
2021.01.05;07:32:03;20,6;37,8;6,8;409
2021.01.05;07:32:18;20,6;37,9;6,8;400
2021.01.05;07:32:33;20,6;37,9;6,8;400
2021.01.05;07:32:55;20,6;36,7;6,6;402
2021.01.05;07:33:10;20,6;37,8;6,8;400
2021.01.05;07:33:26;20,6;37,7;6,7;405
2021.01.05;07:33:41;20,6;37,9;6,8;400
2021.01.05;07:34:03;20,7;36,7;6,6;405
2021.01.05;07:34:18;20,7;37,8;6,8;409
2021.01.05;07:34:33;20,6;37,9;6,8;400
2021.01.05;07:34:49;20,6;37,9;6,8;402
2021.01.05;07:35:10;20,7;37,9;6,8;400
2021.01.05;07:35:26;20,6;37,7;6,7;405
2021.01.05;07:35:41;20,6;37,6;6,7;402
2021.01.05;07:35:56;20,6;37,7;6,7;400
2021.01.05;07:36:18;20,6;36,7;6,6;405
2021.01.05;07:36:33;20,6;37,8;6,8;405
2021.01.05;07:36:49;20,6;37,8;6,8;405
2021.01.05;07:37:04;20,6;37,8;6,8;400
2021.01.05;07:37:26;20,5;37,0;6,6;402
2021.01.05;07:37:41;20,6;37,8;6,8;400
2021.01.05;07:37:56;20,6;37,2;6,7;402
2021.01.05;07:38:12;20,6;37,9;6,8;400
2021.01.05;07:38:33;20,6;36,7;6,6;400
2021.01.05;07:38:49;20,6;37,7;6,7;402
2021.01.05;07:39:04;20,6;37,8;6,8;428
2021.01.05;07:39:19;20,6;37,6;6,7;402
2021.01.05;07:39:41;20,7;36,7;6,6;400
2021.01.05;07:39:56;20,6;37,4;6,7;400
2021.01.05;07:40:12;20,6;37,9;6,8;400
2021.01.05;07:40:27;20,6;38,0;6,8;416
2021.01.05;07:40:49;20,6;36,7;6,6;411
2021.01.05;07:41:04;20,6;37,9;6,8;402
2021.01.05;07:41:19;20,6;37,7;6,7;424
2021.01.05;07:41:35;20,6;37,6;6,7;400
2021.01.05;07:41:56;20,6;38,1;6,8;405
2021.01.05;07:42:12;20,6;37,8;6,8;400
2021.01.05;07:42:27;20,6;37,8;6,8;400
2021.01.05;07:42:42;20,6;37,9;6,8;407
2021.01.05;07:43:04;20,6;36,7;6,6;483
2021.01.05;07:43:19;20,6;37,8;6,8;402
2021.01.05;07:43:35;20,6;37,6;6,7;400
2021.01.05;07:43:50;20,6;37,6;6,7;407
2021.01.05;07:44:12;20,6;36,7;6,6;400
2021.01.05;07:44:27;20,6;37,7;6,7;400
2021.01.05;07:44:42;20,6;37,8;6,8;400
2021.01.05;07:44:57;20,6;37,8;6,8;492
2021.01.05;07:45:19;20,6;36,6;6,6;418
2021.01.05;07:45:34;20,7;37,7;6,8;409
2021.01.05;07:45:50;20,7;37,9;6,8;402
2021.01.05;07:46:05;20,6;37,5;6,7;402
2021.01.05;07:46:27;20,7;38,1;6,9;407
2021.01.05;07:46:42;20,7;37,7;6,8;400
2021.01.05;07:46:57;20,7;37,9;6,8;400
2021.01.05;07:47:13;20,7;37,8;6,8;433
2021.01.05;07:47:34;20,7;38,0;6,8;414
2021.01.05;07:47:50;20,7;37,7;6,8;407
2021.01.05;07:48:05;20,7;37,7;6,8;400
2021.01.05;07:48:20;20,7;37,9;6,8;400
2021.01.05;07:48:42;20,7;36,7;6,6;400
2021.01.05;07:48:57;20,7;37,7;6,8;407
2021.01.05;07:49:13;20,7;37,8;6,8;400
2021.01.05;07:49:28;20,7;37,7;6,8;418
2021.01.05;07:49:50;20,6;37,9;6,8;423
2021.01.05;07:50:05;20,7;37,6;6,8;407
2021.01.05;07:50:20;20,6;37,5;6,7;424
2021.01.05;07:50:36;20,7;37,8;6,8;400
2021.01.05;07:50:57;20,6;38,0;6,8;407
2021.01.05;07:51:13;20,6;37,6;6,7;400
2021.01.05;07:51:28;20,7;37,6;6,8;400
2021.01.05;07:51:43;20,6;37,7;6,7;411
2021.01.05;07:52:05;20,6;36,6;6,6;411
2021.01.05;07:52:20;20,6;37,6;6,7;400
2021.01.05;07:52:36;20,6;37,5;6,7;414
2021.01.05;07:52:51;20,6;37,6;6,7;407
2021.01.05;07:53:13;20,6;36,7;6,6;400
2021.01.05;07:53:28;20,6;37,9;6,8;411
2021.01.05;07:53:43;20,6;37,8;6,8;405
2021.01.05;07:53:59;20,6;37,8;6,8;409
2021.01.05;07:54:20;20,6;36,6;6,6;407
2021.01.05;07:54:36;20,6;37,7;6,7;407
2021.01.05;07:54:51;20,6;37,7;6,7;409
2021.01.05;07:55:06;20,6;37,8;6,8;407
2021.01.05;07:55:28;20,6;36,7;6,6;407
2021.01.05;07:55:43;20,6;37,7;6,7;402
2021.01.05;07:55:59;20,6;37,7;6,7;402
2021.01.05;07:56:14;20,6;37,7;6,7;402
2021.01.05;07:56:36;20,7;37,9;6,8;400
2021.01.05;07:56:51;20,6;37,6;6,7;402
2021.01.05;07:57:06;20,6;37,5;6,7;407
2021.01.05;07:57:22;20,6;37,4;6,7;423
2021.01.05;07:57:43;20,6;37,9;6,8;400
2021.01.05;07:57:59;20,6;37,9;6,8;400
2021.01.05;07:58:14;20,6;37,8;6,8;488
2021.01.05;07:58:29;20,6;37,8;6,8;414
2021.01.05;07:58:51;20,6;38,1;6,8;407
2021.01.05;07:59:06;20,6;37,7;6,7;400
2021.01.05;07:59:22;20,6;38,0;6,8;425
2021.01.05;07:59:37;20,7;37,8;6,8;488
2021.01.05;07:59:59;20,6;37,9;6,8;402
2021.01.05;08:00:14;20,7;37,8;6,8;402
2021.01.05;08:00:29;20,6;37,7;6,7;402
2021.01.05;08:00:45;20,6;37,7;6,7;421
2021.01.05;08:01:06;20,6;36,6;6,6;414
2021.01.05;08:01:22;20,6;37,7;6,7;402
2021.01.05;08:01:37;20,7;37,5;6,8;488
2021.01.05;08:01:52;20,6;37,7;6,7;414
2021.01.05;08:02:14;20,6;37,9;6,8;418
2021.01.05;08:02:29;20,6;37,6;6,7;409
2021.01.05;08:02:45;20,6;37,7;6,7;400
2021.01.05;08:03:00;20,6;37,7;6,7;405
2021.01.05;08:03:22;20,7;36,7;6,6;400
